核子反應器設施名稱,領有高級運轉員執照人數,,領有運轉員執照人數,
,男性,女性,男性,女性
核一廠,23,0,20,0
核二廠,26,0,21,0
核三廠,29,0,27,1
龍門電廠,12,0,10,0
清華大學,9,1,0,0
總計,99,1,78,1
