MeasureId,MeasureLocation,MeasureDate,County,Township,MeasureAddress,RadiatorTypeName,PowerDensityMax,ItemUnit,Legal
N01040,彰化縣福興鄉彰水路60號 (7-11),2019-03-05,彰化縣,福興鄉,彰水路60號,無線區域網路(Wi-Fi),0.0016,mW/cm<sup>2</sup>,True
B01124,弘光科技大學,2019-04-24,臺中市,沙鹿區,台灣大道六段1018號,學校極低頻設施,4.722,mG,True
A01327,中正區中華路一段178號之1右前方變電箱,2019-04-23,臺北市,中正區,中華路一段178號,落地型變壓器,19.5,mG,True
B01125,成功國小,2019-04-29,臺中市,東區,旱溪西路一段300號,學校極低頻設施,24.59,mG,True
N01048,彰化縣和美鎮彰新路二段163號（全家）,2019-04-17,彰化縣,和美鎮,彰新路二段163號,無線區域網路(Wi-Fi),0.0004,mW/cm<sup>2</sup>,True
A01326,中正區中華路一段180號前變電箱,2019-04-23,臺北市,中正區,中華路一段180號,落地型變壓器,7.6,mG,True
N01047,新庄國小前落地型變壓器,2019-04-17,彰化縣,和美鎮,彰新路二段500號,落地型變壓器,33.32,mG,True
N01046,彰興國中前落地型變壓器,2019-04-17,彰化縣,彰化市,埔西街107號,落地型變壓器,13.19,mG,True
D01071,臺南市關廟區國道3號里程數354公里附近,2019-04-18,臺南市,關廟區,臺南市關廟區國道3號里程數354公里附近,手機基地臺,6.6E-06,mW/cm<sup>2</sup>,True
B01123,萬和國中旁落地型變壓器,2019-04-17,臺中市,南屯區,永春東路885號,落地型變壓器,6.68,mG,True
E01237,LE108-03-004,2019-03-20,高雄市,苓雅區,高雄市苓雅區三多二路102號,落地型變壓器,2.292,mG,True
B01122,新光國小旁落地型變壓器,2019-04-17,臺中市,太平區,新興路200號,落地型變壓器,7.56,mG,True
B01121,忠明高中,2019-04-10,臺中市,西區,博館路166號,學校極低頻設施,17.4,mG,True
H01247,桃園區莊敬路二段369號前落地型變壓器量測,2019-03-27,桃園市,桃園區,桃園區莊敬路二段369號,落地型變壓器,9.5,mG,True
H01246,東埔變電所,2019-03-27,桃園市,桃園區,力行路148號,變電所,46.9,mG,True
H01245,桃園區三元街47巷口落地型變壓器量測,2019-03-27,桃園市,桃園區,桃園區三元街47巷,落地型變壓器,2.3,mG,True
H01244,青溪變電所,2019-03-27,桃園市,桃園區,三民路一段386號,變電所,24.7,mG,True
B01112,台中市東區東光園路142號(7-11),2019-02-22,臺中市,東區,東光園路142號,無線區域網路(Wi-Fi),2E-06,mW/cm<sup>2</sup>,True
N01043,秀水國小前落地型變壓器,2019-03-20,彰化縣,秀水鄉,安東村中山路257號,落地型變壓器,4.34,mG,True
N01041,鹿港國小旁落地型變壓器,2019-03-20,彰化縣,鹿港鎮,三民路192號,落地型變壓器,5.04,mG,True
B01109,台中市西屯區成都路368號(全家),2019-02-22,臺中市,西屯區,成都路368號,無線區域網路(Wi-Fi),2E-06,mW/cm<sup>2</sup>,True
H01243,嶺頂變電所,2019-03-27,桃園市,龜山區,茶專路42號,變電所,41.9,mG,True
H01242,頂湖變電所,2019-03-27,桃園市,龜山區,大華村頂湖路72號,變電所,47.2,mG,True
D01068,臺南市仁德區中正路一段656巷,2019-04-09,臺南市,仁德區,臺南市仁德區中正路一段656巷,手機基地臺,1.52E-05,mW/cm<sup>2</sup>,True
N01051,花壇國小旁落地型變壓器,2019-05-21,彰化縣,花壇鄉,學前路108號,落地型變壓器,37.26,mG,True
A01316,中正區中華路一段92號旁公話亭無線網路,2019-03-28,臺北市,中正區,中華路一段92號,無線區域網路(Wi-Fi),0.0048,mW/cm<sup>2</sup>,True
A01315,中正區中華路一段82號旁公話亭無線網路,2019-03-28,臺北市,中正區,中華路一段82號,無線區域網路(Wi-Fi),0.0021,mW/cm<sup>2</sup>,True
A01313,中正區中華路一段14號旁變電箱,2019-03-28,臺北市,中正區,中華路一段14號,落地型變壓器,12.9,mG,True
A01314,中正區中華路一段66號旁,2019-03-28,臺北市,中正區,中華路一段66號,落地型變壓器,40.1,mG,True
E01238,LE108-03-005,2019-03-22,高雄市,小港區,高雄市小港區中山四路33號附近,落地型變壓器,55.602,mG,True
E01234,LE108-03-002,2019-03-06,高雄市,苓雅區,高雄市苓雅區福德三路111號附近,落地型變壓器,27.022,mG,True
A01311,大安區新生南路一段99號旁變電箱,2019-02-20,臺北市,大安區,新生南路一段99號,落地型變壓器,7.2,mG,True
A01310,大安區仁愛路三段7-3號旁公話亭無線網路,2019-02-20,臺北市,大安區,仁愛路三段7-3號,無線區域網路(Wi-Fi),0.0006,mW/cm<sup>2</sup>,True
U10556,海濱街與光華街口落地型變壓器量測,2019-03-22,花蓮縣,花蓮市,海濱街與光華街口,落地型變壓器,20.6,mG,True
N01044,秀水高工旁落地型變壓器,2019-03-20,彰化縣,秀水鄉,中山路364號,落地型變壓器,16.4,mG,True
E01233,LE108-03-001,2019-03-06,高雄市,新興區,高雄市新興區五福二路3號附近,落地型變壓器,6.077,mG,True
N01036,彰化縣員林鎮員大路一段75號 (全家),2019-03-05,彰化縣,員林鎮,員大路一段75號,無線區域網路(Wi-Fi),0.0007,mW/cm<sup>2</sup>,True
N01042,和美高中旁落地型變壓器,2019-03-20,彰化縣,和美鎮,西園路31號,落地型變壓器,25.93,mG,True
E01232,LE108-02-003,2019-02-19,高雄市,鳳山區,高雄市鳳山區文龍路63號附近,落地型變壓器,7.476,mG,True
E01230,LE108-02-001,2019-02-13,高雄市,鳳山區,高雄市鳳山區文鳳路69號附近,落地型變壓器,45.213,mG,True
U10555,南濱路一段與華北二路口落地型變壓器量測,2019-02-22,花蓮縣,吉安鄉,南濱路一段與華北二路口,落地型變壓器,3.8,mG,True
U10554,華中路與華工三路口落地型變壓器量測,2019-02-22,花蓮縣,吉安鄉,華中路與華工三路口,落地型變壓器,2.7,mG,True
U10553,華工六路90巷19號旁落地型變壓器量測,2019-02-22,花蓮縣,吉安鄉,華工六路90巷19號旁,落地型變壓器,8.3,mG,True
U10552,華工六路92巷100號旁落地型變壓器量測,2019-02-22,花蓮縣,吉安鄉,華工六路92巷100號旁,落地型變壓器,32.6,mG,True
A01309,大安區仁愛路四段85號前變電箱,2019-02-20,臺北市,中山區,仁愛路四段85號,落地型變壓器,1.8,mG,True
V00982,台東縣成功鎮都歷路160之1(信義國小圍牆旁),2019-02-26,臺東縣,成功鎮,都歷路160之1號,落地型變壓器,2.86,mG,True
V00981,台東縣成功鎮石傘路64號旁,2019-02-26,臺東縣,成功鎮,石傘路64號,落地型變壓器,3.23,mG,True
V00980,台東縣消防局東河分隊-落地型變壓器,2019-02-26,臺東縣,東河鄉,東河村南東河369號,落地型變壓器,1.92,mG,True
E01227,LE108-01-006,2019-01-21,高雄市,三民區,高雄市三民區同盟二路215號附近,落地型變壓器,3.023,mG,True
B01108,台中市西區公館路136號(7-11),2019-01-25,臺中市,西區,公館路136號,無線區域網路(Wi-Fi),0.003,mW/cm<sup>2</sup>,True
B01107,台中市西區林森路80號(7-11),2019-01-25,臺中市,西區,林森路80號,無線區域網路(Wi-Fi),0.008,mW/cm<sup>2</sup>,True
F01437,中幅變電所,2018-11-26,新北市,萬里區,中幅路115號,變電所,20.11,mG,True
F01436,頂坪變電所,2018-08-21,新北市,瑞芳區,頂坪路30號,變電所,12.16,mG,True
F01435,瑞芳變電所,2018-08-21,新北市,瑞芳區,明燈路一段45巷20號,變電所,94.85,mG,True
F01430,迴龍變電所,2018-08-22,新北市,泰山區,壽山路104號,變電所,24.15,mG,True
F01429,泰山變電所,2018-08-22,新北市,泰山區,明志路1段97號,變電所,5.208,mG,True
F01428,金山變電所,2018-11-26,新北市,金山區,中正路151號,變電所,9.415,mG,True
F01427,坪林變電所,2018-11-26,新北市,坪林區,水柳腳124-1號,變電所,4.724,mG,True
F01426,橋東變電所,2018-08-21,新北市,汐止區,橋東里建成路59巷6號,變電所,4.727,mG,True
F01425,八連變電所,2018-08-21,新北市,汐止區,南陽路130號,變電所,13.11,mG,True
E01231,LE108-02-002,2019-02-14,高雄市,小港區,高雄市小港區明義街2號附近,落地型變壓器,4.674,mG,True
B01114,台中市東區大振街31號(全家),2019-02-22,臺中市,東區,大振街31號,無線區域網路(Wi-Fi),2E-06,mW/cm<sup>2</sup>,True
B01113,台中市西屯區河南路二段14號(7-11),2019-02-22,臺中市,西屯區,河南路二段14號,無線區域網路(Wi-Fi),4E-06,mW/cm<sup>2</sup>,True
E01229,LE108-01-008,2019-01-24,高雄市,小港區,高雄市小港區中山四路2號附近,落地型變壓器,16.898,mG,True
E01228,LE108-01-007,2019-01-23,高雄市,三民區,高雄市三民區黃興路213號附近,落地型變壓器,29.403,mG,True
E01226,LE108-01-005,2019-01-19,高雄市,苓雅區,高雄市苓雅區四維一路202號附近,落地型變壓器,5.39,mG,True
V00978,台東市更生路126號前方,2019-01-29,臺東縣,台東市,更生路126號,落地型變壓器,12.92,mG,True
E01225,LE108-01-004,2019-01-16,高雄市,前鎮區,高雄市前鎮區明鳳七街1號,落地型變壓器,15.01,mG,True
B01103,台中市東區大智路359號(大智國小),2019-01-17,臺中市,東區,台中市東區大智路359號,落地型變壓器,3.71,mG,True
B01104,台中市東區仁和路330號(東峰國中),2019-01-17,臺中市,東區,仁和路330號,落地型變壓器,9.77,mG,True
F01434,深澳變電所,2018-08-21,新北市,瑞芳區,台電新村26號,變電所,10.86,mG,True
F01424,菁桐變電所,2018-08-16,新北市,平溪區,雙菁路50號,變電所,119.4,mG,True
F01432,深美變電所,2018-08-16,新北市,深坑區,昇高村北深路一段249巷6號,變電所,32.19,mG,True
F01431,深坑變電所,2018-08-16,新北市,深坑區,北深路2段68號,變電所,17.21,mG,True
A01308,大安區仁愛路四段29號旁公話亭無線網路,2019-02-20,臺北市,大安區,仁愛路四段29號,無線區域網路(Wi-Fi),0.02,mW/cm<sup>2</sup>,True
F01439,鶯南變電所,2018-11-26,新北市,新莊區,中正三路2號,變電所,16.93,mG,True
F01438,柑園變電所,2018-08-15,新北市,樹林區,學成路800號,變電所,15.9,mG,True
U10551,東興三街落地型變壓器量測,2019-02-13,花蓮縣,花蓮市,東興三街,落地型變壓器,8.1,mG,True
N01034,彰化師範大學寶山校區旁落地型變壓器,2019-01-25,彰化縣,彰化市,師大路2號,落地型變壓器,35.98,mG,True
V00979,台東市南京路123號前方,2019-01-29,臺東縣,台東市,南京路123號,落地型變壓器,8.41,mG,True
E01224,LE108-01-003,2019-01-14,高雄市,苓雅區,高雄市苓雅區明德街157號附近,落地型變壓器,35.378,mG,True
E01223,LE108-01-002,2019-01-09,高雄市,新興區,高雄市新興區六合一路95號附近,落地型變壓器,14.028,mG,True
B01101,台中市南區國光路261號(國光國小),2019-01-17,臺中市,南區,台中市南區國光路261號,落地型變壓器,19.46,mG,True
F01433,雙溪變電所,2018-08-16,新北市,雙溪區,中正路60號,變電所,8.423,mG,True
F01423,板橋E/S變電所,2018-08-13,新北市,土城區,峰廷里1鄰延吉街111巷15號,變電所,9.597,mG,True
F01422,極低頻非屬原子能游離輻射檢測結果報告,2018-11-26,新北市,永和區,豫溪街193號,變電所,35.26,mG,True
F01421,隆恩變電所,2018-08-15,新北市,三峽區,隆恩街241號,變電所,28.88,mG,True
F01420,介壽變電所,2018-08-15,新北市,三峽區,介壽路一段422號,變電所,16.63,mG,True
N01033,彰化師範大學創新育成大樓旁落地型變壓器,2019-01-25,彰化縣,彰化市,師大路2號,落地型變壓器,6.69,mG,True
F01419,重新變電所,2018-08-22,新北市,三重區,菜寮里18鄰光明路60號,變電所,9.838,mG,True
T00722,屏東公園體育館勝利路側落地型變壓器,2018-12-22,屏東縣,屏東市,屏東市 勝利路24-2號,落地型變壓器,49.6,mG,True
T00721,屏東極限運動場落地型變壓,2018-12-22,屏東縣,屏東市,屏東市 中山路73-3號,落地型變壓器,58,mG,True
T00709,公園東路32號前落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市公園東路32號,落地型變壓器,19.4,mG,True
I00757,中山路440號前落地型變壓器,2018-12-28,嘉義市,東區,中山路440號,落地型變壓器,5.997,mG,True
I00756,中山路476號前落地型變壓器,2018-12-28,嘉義市,東區,中山路476號,落地型變壓器,16.27,mG,True
T00708,公園東路63號旁落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市公園東路63號,落地型變壓器,15.8,mG,True
I00755,中山路375號前落地型變壓器中山路551號前,2018-12-28,嘉義市,東區,中山路551號,落地型變壓器,12.67,mG,True
I00754,中山路527號前落地型變壓器,2018-12-28,嘉義市,東區,中山路527號,落地型變壓器,2.303,mG,True
T00720,屏東唐榮國小(正門)落地型變壓器,2018-12-22,屏東縣,屏東市,屏東市 中山路41號,落地型變壓器,7.5,mG,True
T00719,青創聚落西側落地型變壓器,2018-12-22,屏東縣,屏東市,屏東市 勝利路97號,落地型變壓器,46.6,mG,True
T00718,明正國中(側門)落地型變壓器,2018-12-22,屏東縣,屏東市,屏東市 仁愛路113號,落地型變壓器,38.8,mG,True
T00712,廣州街33號旁落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市廣州街33號,落地型變壓器,5,mG,True
T00711,一ㄚ霞鴨肉店前落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市公園東路84-3號,落地型變壓器,45.4,mG,True
T00710,祈安佛堂前落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市公園東路135號,落地型變壓器,30.1,mG,True
I00753,北榮街56巷與北榮街口落地型變壓器,2018-12-21,嘉義市,東區,北榮街56巷,落地型變壓器,6.998,mG,True
T00707,木川崌餐廳旁落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市公園東路45號,落地型變壓器,35.5,mG,True
I00752,文化路169號前落地型變壓器,2018-12-21,嘉義市,東區,文化路169號,落地型變壓器,4.102,mG,True
I00751,圓環大鐘下落地型變壓器,2018-12-28,嘉義市,東區,公明路418號,落地型變壓器,0.499,mG,True
T00705,新光銀行東園分行旁落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市廣東路63號,落地型變壓器,24.9,mG,True
I00736,文化路19之2對面落地型變壓器,2018-12-22,嘉義市,東區,文化路19之2,落地型變壓器,12.27,mG,True
T00706,台灣菸酒屏東營業所落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市林森路17號,落地型變壓器,58.1,mG,True
T00699,屏東大學林森校區西側落地型變壓器,2018-12-26,屏東縣,屏東市,汕頭街32號,落地型變壓器,59.3,mG,True
I00747,中山路465號前落地型變壓器,2018-12-25,嘉義市,東區,中山路465號,落地型變壓器,18.14,mG,True
I00746,中山路427號前落地型變壓器,2018-12-25,嘉義市,東區,中山路427號,落地型變壓器,2.741,mG,True
Q10335,民雄鄉西昌村竹子腳7之38號前手機基地台,2018-11-21,嘉義縣,民雄鄉,民雄鄉西昌村竹子腳7之38號前,手機基地臺,0.00097,mW/cm<sup>2</sup>,True
Q10334,東石鄉港墘公車站旁桿上型變電箱,2018-11-26,嘉義縣,東石鄉,東石鄉港墘公車站旁,站臺式變壓器,3.77,mG,True
I00735,文化路17之5號對面落地型變壓器,2018-12-21,嘉義市,東區,文化路17之5號,落地型變壓器,11.48,mG,True
I00727,中山路239號前落地型變壓器,2018-12-21,嘉義市,東區,中山路239號,落地型變壓器,4.215,mG,True
T00717,P-bike屏東書院站落地型變壓器,2018-12-22,屏東縣,屏東市,屏東市 勝利路44號,落地型變壓器,49.6,mG,True
T00716,環球網際網路公園店前西側落地型變壓器,2018-12-29,屏東縣,屏東市,屏東市公園東路50號,落地型變壓器,38,mG,True
T00715,淡喜堂前東側落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市公園東路20號,落地型變壓器,10.2,mG,True
T00714,淡喜堂前東側落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市公園東路20號,落地型變壓器,7.7,mG,True
T00713,八大昌文具行前落地型變壓器,2018-12-28,屏東縣,屏東市,屏東市公園東路9號,落地型變壓器,20.3,mG,True
T00703,水源街36號對面落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市水源街36號,落地型變壓器,8.6,mG,True
T00702,自來水屏東營運所西側落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市水源街20號,落地型變壓器,21.3,mG,True
T00701,廣州街19號前落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市廣州街19號,落地型變壓器,23.7,mG,True
T00700,屏東大學院長宿舍旁落地型變壓器,2018-12-26,屏東縣,屏東市,屏東市廣州街20號,落地型變壓器,42.2,mG,True
F01418,板橋P/S變電所,2018-08-13,新北市,土城區,峰廷里1鄰金城路三段204號,變電所,54.03,mG,True
F01417,頂埔變電所,2018-08-13,新北市,土城區,沛陂里8鄰中興路1號,變電所,14.75,mG,True
I00734,文化路加油站前落地型變壓器,2018-12-21,嘉義市,東區,文化路17之5號,落地型變壓器,13.83,mG,True
I00733,中山路190號前落地型變壓器,2018-12-21,嘉義市,東區,中山路190號,落地型變壓器,0.589,mG,True
I00732,中山路208號前落地型變壓器,2018-12-21,嘉義市,東區,中山路208號,落地型變壓器,3.73,mG,True
I00731,中山路248號前落地型變壓器,2018-12-21,嘉義市,東區,中山路248號,落地型變壓器,0.741,mG,True
I00730,中山路279號前落地型變壓器,2018-12-21,嘉義市,東區,中山路279號,落地型變壓器,3.909,mG,True
I00729,中山路271號前落地型變壓器,2018-12-21,嘉義市,東區,中山路271號,落地型變壓器,9.181,mG,True
I00726,中山路217號前落地型變壓器,2018-12-19,嘉義市,東區,中山路217號,落地型變壓器,6.46,mG,True
T00682,屏東市青創聚落眷戀coffee落地型變壓器,2018-03-28,屏東縣,屏東市,青島街85號,落地型變壓器,20.1,mG,True
T00677,屏東縣立棒球場落地型變壓器,2018-03-26,屏東縣,屏東市,棒球路1號,落地型變壓器,5.2,mG,True
T00665,衛生福利部屏東醫院落地型變壓器,2018-03-20,屏東縣,屏東市,屏東市自由路270號,落地型變壓器,56.4,mG,True
T00679,屏東大學林森校區落地型變壓器,2018-03-27,屏東縣,屏東市,屏東市林森路1號,落地型變壓器,8.7,mG,True
T00671,中華電信屏東門市落地型變壓器,2018-03-25,屏東縣,屏東市,屏東市民生路343號,落地型變壓器,11.6,mG,True
T00666,屏東市崇大新城落地型變壓器,2018-03-22,屏東縣,屏東市,華盛街62-7號,落地型變壓器,4.8,mG,True
T00664,屏東縣立明正國民中學,2018-02-15,屏東縣,屏東市,大連路70號,落地型變壓器,13,mG,True
I00749,中山路509號前落地型變壓器,2018-12-25,嘉義市,東區,中山路509號,落地型變壓器,2.375,mG,True
I00748,中山路477號前落地型變壓器,2018-12-25,嘉義市,東區,中山路477號,落地型變壓器,7.878,mG,True
I00745,中山路421號前落地型變壓器,2018-12-25,嘉義市,東區,中山路421號,落地型變壓器,4.713,mG,True
I00744,中山路411號前落地型變壓器,2018-12-25,嘉義市,東區,中山路411號,落地型變壓器,2.107,mG,True
I00743,中山路387號前落地型變壓器,2018-12-25,嘉義市,東區,中山路387號,落地型變壓器,7.668,mG,True
I00742,中山路375號前落地型變壓器,2018-12-25,嘉義市,東區,中山路375號,落地型變壓器,9.273,mG,True
I00741,中山路369號前落地型變壓器,2018-12-25,嘉義市,東區,中山路369號,落地型變壓器,0.855,mG,True
I00738,國華街141號對面落地型變壓器,2018-12-20,嘉義市,東區,國華街141號,落地型變壓器,3.297,mG,True
I00740,中山路345號前落地型變壓器,2018-12-25,嘉義市,東區,中山路345號,落地型變壓器,3.537,mG,True
Q10338,民雄鄉交流道下產業道路電桿K2410 GE50號前基地台,2018-11-26,嘉義縣,民雄鄉,民雄鄉交流道下產業道路電桿K2410 GE50號前,手機基地臺,0.00155,mW/cm<sup>2</sup>,True
Q10337,民雄鄉國道一號與牛稠溪交界處手機基地台,2018-11-21,嘉義縣,民雄鄉,民雄鄉國道一號與牛稠溪交界處,手機基地臺,0.00235,mW/cm<sup>2</sup>,True
Q10336,填寫報告名稱(例如:大樓世紀基地台量測)新港鄉嘉南大圳蒜頭支線旁手基地台，最多50個中文字,2018-11-21,嘉義縣,新港鄉,新港鄉嘉南大圳蒜頭支線旁,手機基地臺,0.00054,mW/cm<sup>2</sup>,True
T00663,屏東市環球百貨對面落地型變壓器,2018-02-15,屏東縣,屏東市,仁愛路 90 號,落地型變壓器,35,mG,True
J00988,全家便利商店_竹東上舜店_無線區域網路(Wi-Fi)量測,2018-03-15,新竹縣,竹東鎮,光明路261號1樓,無線區域網路(Wi-Fi),2.503434E-06,mW/cm<sup>2</sup>,True
O01087,新竹市中華路五段與中華路208巷路口落地型變壓器量測,2018-11-05,新竹市,香山區,新竹市中華路五段與中華路208巷路口,落地型變壓器,3.15,mG,True
O01083,新竹市中華路五段648巷對面落地形變壓量測,2018-11-13,新竹市,東區,新竹市中華路五段648巷對面,落地型變壓器,0.966,mG,True
O01082,新竹市北大路人文年代咖啡前,2018-12-11,新竹市,東區,新竹市北大路人文年代咖啡前,落地型變壓器,19.4,mG,True
O01081,新竹市中華路五段320巷對面落地型變壓器量測,2018-11-05,新竹市,香山區,新竹市中華路五段320巷對面,落地型變壓器,4.18,mG,True
J00980,竹北市嘉勤北路45巷1-18對面_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉勤北路45巷1-18號對面,落地型變壓器,2.154,mG,True
J00979,竹北市嘉勤北路41巷1號對面_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉勤北路41巷1號對面,落地型變壓器,2.322,mG,True
J00978,竹北市嘉勤北路33號對面_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉勤北路33號對面,落地型變壓器,2.335,mG,True
J00976,竹北市嘉仁街39號右前_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉仁街39號右前,落地型變壓器,2.165,mG,True
J00975,竹北市嘉仁街77號右前_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉仁街77號右前,落地型變壓器,2.122,mG,True
J00974,竹北市嘉仁街70號左前_落地型變電箱量測,2018-11-15,新竹縣,竹北市,嘉仁街70號左前,落地型變壓器,2.151,mG,True
J00963,警廣新竹分臺AM1512磁場定頻量測,2018-12-03,新竹縣,竹北市,興隆路二段389號,AM廣播電臺,19.98,V/m,True
V00969,大池段341地號,2018-12-12,臺東縣,池上鄉,大池段341地號,手機基地臺,0.00085,mW/cm<sup>2</sup>,True
C00804,復興路336-1號 全家便利商店,2018-09-12,基隆市,中山區,復興路336-1號,無線區域網路(Wi-Fi),2.5E-07,mW/cm<sup>2</sup>,True
C00803,復興路204-1號 全家便利商店,2018-09-12,基隆市,中山區,復興路204-1號,無線區域網路(Wi-Fi),2.1E-07,mW/cm<sup>2</sup>,True
C00802,忠一路20號 全家便利商店,2018-09-12,基隆市,仁愛區,忠一路20號,無線區域網路(Wi-Fi),3E-07,mW/cm<sup>2</sup>,True
C00801,忠一路19號 全家便利商店,2018-12-18,基隆市,仁愛區,忠一路19號,無線區域網路(Wi-Fi),5.8E-07,mW/cm<sup>2</sup>,True
C00800,西定路467號 全家便利商店,2018-12-18,基隆市,中山區,西定路467號,無線區域網路(Wi-Fi),3.5E-07,mW/cm<sup>2</sup>,True
C00799,安樂路一段206號 全家便利商店,2018-12-18,基隆市,安樂區,安樂路一段206號,無線區域網路(Wi-Fi),3.6E-07,mW/cm<sup>2</sup>,True
C00794,全家便利商店,2018-09-12,基隆市,中山區,中山二路53-1號,無線區域網路(Wi-Fi),3.4E-07,mW/cm<sup>2</sup>,True
I00721,中山路137號前落地型變壓器,2018-12-14,嘉義市,東區,中山路137號,落地型變壓器,7.183,mG,True
F01416,新莊變電所,2018-06-22,新北市,新莊區,新莊路773號,變電所,18.3,mG,True
C00834,基金一路208巷167號 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷167號,落地型變壓器,2.3,mG,True
C00833,基金一路208巷126號 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷126號,落地型變壓器,2.7,mG,True
C00832,基金一路208巷120號 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷120號,落地型變壓器,3.5,mG,True
C00831,基金一路208巷119號 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷119號,落地型變壓器,4.1,mG,True
C00830,基金一路208巷中段(54號停車格對面) 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷中段(54號停車格對面),落地型變壓器,2.2,mG,True
C00829,基金一路208巷口 落地型變壓器,2018-03-01,基隆市,安樂區,基金一路208巷口,落地型變壓器,2.1,mG,True
C00828,情人湖長庚醫院對面 落地型變壓器,2018-03-01,基隆市,安樂區,情人湖長庚醫院對面,落地型變壓器,3.9,mG,True
I00723,中山路110號前落地型變壓器,2018-12-14,嘉義市,東區,中山路110號前,落地型變壓器,5.666,mG,True
I00720,中山路153號前落地型變壓器,2018-12-14,嘉義市,東區,中山路153號,落地型變壓器,2.638,mG,True
F01415,西盛變電所,2018-06-22,新北市,新莊區,新樹路304之1號,變電所,19.68,mG,True
C00826,武訓街70號,2018-03-01,基隆市,安樂區,武訓街70號,落地型變壓器,4,mG,True
C00825,武訓街64號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街64號,落地型變壓器,4.6,mG,True
C00824,武訓街58號,2018-03-01,基隆市,安樂區,武訓街58號,落地型變壓器,7.4,mG,True
C00823,武訓街53號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街53號,落地型變壓器,8,mG,True
C00822,武訓街45號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街45號,落地型變壓器,1.9,mG,True
C00821,武訓街42號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街42號,落地型變壓器,2.6,mG,True
C00820,武訓街38號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街38號,落地型變壓器,3.5,mG,True
C00819,武訓街33號 落地型變壓器,2018-03-01,基隆市,安樂區,武訓街33號,落地型變壓器,5.8,mG,True
C00818,武訓街17號 落地型變壓器,2018-12-19,基隆市,安樂區,武訓街17號,落地型變壓器,8.3,mG,True
V00977,岩灣國小圍牆旁,2018-12-18,臺東縣,台東市,岩灣路50巷401弄11號,落地型變壓器,0.98,mG,True
V00974,池上鄉新興村104號(台東農場圍牆旁),2018-12-12,臺東縣,池上鄉,新興村104號,落地型變壓器,7.06,mG,True
C00827,情人湖公園旁 落地型變壓器,2018-03-01,基隆市,安樂區,情人湖公園旁,落地型變壓器,9.8,mG,True
F01409,沙崙變電所,2018-06-14,新北市,淡水區,新市二路2段200號,變電所,4.968,mG,True
C00798,北寧路250-8號 全家便利商店,2018-09-12,基隆市,中正區,北寧路250-8號,無線區域網路(Wi-Fi),4.1E-07,mW/cm<sup>2</sup>,True
F01412,自強變電所,2018-06-22,新北市,三重區,自強路四段29號,變電所,16.99,mG,True
I00725,中山路110號前落地型變壓器,2018-12-20,嘉義市,東區,中山路110號前,落地型變壓器,5.666,mG,True
I00724,中山路167號前落地型變壓器,2018-12-20,嘉義市,東區,中山路167號,落地型變壓器,7.124,mG,True
T00681,屏東市寶青游泳池落地型變壓器,2018-03-29,屏東縣,屏東市,屏東市自由路548號,落地型變壓器,0.5,mG,True
T00683,屏東市基督教聖公會聖馬可堂落地型變壓器,2018-03-28,屏東縣,屏東市,忠孝路120-11號,落地型變壓器,50,mG,True
T00680,屏東市台美診所落地型變壓器,2018-03-28,屏東縣,屏東市,民生路271號,落地型變壓器,3.2,mG,True
T00670,屏東火車站前門東側落地型變壓器,2018-03-25,屏東縣,屏東市,屏東市中正路126號,落地型變壓器,10.6,mG,True
T00678,屏東縣立民和國小,2018-03-27,屏東縣,屏東市,屏東市自立路213號,落地型變壓器,62.3,mG,True
O01086,新竹市光復路568號 對面落地形變壓器量測,2018-11-13,新竹市,東區,新竹市光復路568號,落地型變壓器,4.68,mG,True
O01085,新竹市牛埔南路102之6號落地型變壓器量測,2018-11-05,新竹市,香山區,新竹市牛埔南路102之6號,落地型變壓器,4.34,mG,True
