年度,餐飲業別,業者名稱,營業地址,等級
"101","餐飲業","牛耳藝術渡假村","南投縣埔里鎮中山路四段1號","優"
"101","餐飲業","日月潭大飯店","魚池鄉中山路419號","優"
"101","餐飲業","清境國民賓館（中）","仁愛鄉大同村仁和路25號","優"
"101","餐飲業","清境國民賓館（西）","仁愛鄉大同村仁和路25號","優"
"101","餐飲業","紙箱王主題餐廳","仁愛鄉大同村定遠巷28號","優"
"101","餐飲業","清境竣悅空中花園渡假山莊","仁愛鄉大同村仁和路228號","優"
"101","餐飲業","日月潭青年活動中心","魚池鄉中正路98號","優"
"101","餐飲業","日月潭教師會館","魚池鄉中山路136號","優"
"101","餐飲業","雲品酒店（中）","魚池鄉中山路23號","優"
"101","餐飲業","雲品酒店（西）","魚池鄉中山路23號","優"
"101","餐飲業","孟宗山莊有限公司","鹿谷鄉興產路3號","優"
"101","餐飲業","米堤大飯店（中）","鹿谷鄉米堤街1號","優"
"101","餐飲業","米堤大飯店（西）","鹿谷鄉米堤街1號","優"
"101","餐飲業","惠蓀林場","仁愛鄉互助村青峰路山林巷1號","優"
"101","餐飲業","溪頭青年活動中心餐廳","鹿谷鄉森林巷15號","優"
"101","餐飲業","杉林溪大飯店","竹山鎮溪山路6號","優"
"101","餐飲業","埔里四季料理","埔里鎮中山路大成5巷5號","優"
"101","餐飲業","天泉溫泉會館","埔里鎮鯉魚路37-1號","良"
"101","餐飲業","天廬大飯店","仁愛鄉精英村榮華巷24號","良"
"101","餐飲業","水世界餐廳","南投市中興路423號","良"
"101","餐飲業","台一生態教育休閒農場","埔里鎮中山路一段176號","良"
"101","餐飲業","和風山寨","南投縣集集鎮民生路289號","良"
"101","餐飲業","欣山園餐廳","水里鄉民權路127-14號","良"
"101","餐飲業","帝綸大飯店","信義東埔村開高巷86號","良"
"101","餐飲業","明山別館 青山食堂","鹿谷鄉興產路2之3號","良"
"101","餐飲業","泰雅渡假村","仁愛鄉互助村新山南路45號","良"
"101","餐飲業","立德溪頭餐廳","鹿谷鄉森林巷10-1號","良"
"101","餐飲業","富豪群渡假民宿","魚池鄉水秀街8號","良"
"101","餐飲業","帝綸大飯店","信義東埔村開高巷86號","良"
"101","餐飲業","埔里蜜月館餐廳","埔里鎮桃南路43號","良"
"101","餐飲業","雙喜小吃部","草屯鎮明賢街一段6號","良"
"101","餐飲業","千葉火鍋","南投縣埔里鎮仁愛路476號","良"
"101","餐飲業","水上餐廳","埔里鎮鯉魚巷2-20號","良"
"101","餐飲業","夏緹大飯店","鹿谷鄉興產路24-18號","良"
"101","餐飲業","福林餐廳","鹿谷鄉興產路74-23號","良"
"101","宴席餐廳","大將日本料理店股份有限公司","屏東市信義路143號1樓","優"
"101","醫院附設餐廳","嘉軒美食有限公司","屏東市自由路270號","優"
"101","一般餐廳","松賀園禾風洋食觀景餐廳","竹田鄉竹田村水源路2-10號","優"
"101","國際觀光旅館","墾丁福華渡度假飯店","恆春鎮墾丁路2號","優"
"101","一般觀光旅館","墾丁夏都沙灘酒店","恆春鎮墾丁路451號","優"
"101","一般觀光旅館","悠活麗緻渡假村","恆春鎮萬里路27-8號","優"
"101","一般觀光旅館","中國青年救國團墾丁青年活動中心","恆春鎮墾丁路17號","優"
"101","一般觀光旅館","小墾丁渡假村","滿州鄉滿州村中山路205號","優"
"101","宴席餐廳","上海素食餐廳","屏東市中山路148巷1號","良"
"101","宴席餐廳","連興和樂餐廳","屏東市莊敬街2段110號","良"
"101","宴席餐廳","日日興餐廳","屏東市和平路422號","良"
"101","宴席餐廳","粵滿樓餐廳","屏東市瑞光路3段126號","良"
"101","宴席餐廳","天沁食府","長治鄉瑞光路1段378號","良"
"101","宴席餐廳","紅館餐廳","長治鄉瑞光路1段812號","良"
"101","一般餐廳","灘頭客家常菜","潮州鎮潮昇路190-1號","良"
"101","一般餐廳","茵特拉根複合式庭園餐廳","潮州鎮彭城里彭城路115-2號","良"
"101","一般餐廳","福灣莊園","東港鎮大鵬路100號","良"
"101","宴席餐廳","龍子泉美饌會館","南州鄉大同路69號","良"
"101","一般觀光旅館","六福莊渡假旅館","車城鄉海口村6-5號","良"
"101","一般觀光旅館","統一墾丁渡假村","恆春鎮鵝鑾里鵝鑾路230號","良"
"101","一般餐廳","喜樂美食館","牡丹鄉石門村石門路25之1號","良"
"101","食品工廠","高雄空廚股份有限公司竹苗廠","苗栗縣竹南鎮公館里6鄰公館仔75-1號","良"
"101","簡餐","艾蜜奇義大利坊","苗栗縣竹南鎮環市路2段11號","良"
"101","食品工廠","好又香便當工廠","苗栗縣頭份鎮中央路920號","良"
"101","餐廳","東北角餐廳-頭份店","苗栗縣頭份鎮公北二路58號","良"
"101","餐廳","山林雅境","苗栗縣南庄鄉紫金山莊93號","良"
"101","簡餐","飛牛牧場-紅穀倉義式餐廳","苗栗縣通霄鎮南和里166號","良"
"101","食品工廠","永禾餐盒有限公司","苗栗縣苑裡鎮苑港里二鄰苑港10-52號","良"
"101","自助餐","悟饕池上飯包(苑裡站前店)","苗栗縣苑裡鎮中山路140號","良"
"101","自助餐","苑裡.東米便當社(池上飯包)","苗栗縣苑裡鎮天下路97-1號","良"
"101","餐廳","苑裡龍園餐廳","苗栗縣苑裡鎮中山路322號","良"
"101","食品工廠","味康餐盒工廠","苗栗縣苗栗市育民街45號","良"
"101","小吃","阿呆鳥刀切牛肉麵","苗栗縣苗栗市玉清路197號","良"
"101","自助餐","悟饕池上飯包(苗栗中正店)","苗栗縣苗栗市中正路525號","良"
"101","自助餐","大碗公便當(中正店)","苗栗縣苗栗市中正路1036號","良"
"101","食品工廠","宣泰食品有限公司","苗栗縣苗栗市經國路6段230號","優"
"101","餐廳","巧軒餐館","苗栗縣公館鄉石墻村11鄰石墻223-2號","良"
"101","餐廳","蘭庭農莊花園餐廳","苗栗縣公館鄉尖山村12鄰尖山302-6號","良"
"101","餐廳","鄉村客棧","苗栗縣大湖鄉富興村八寮灣1-3號","良"
"101","餐廳","好有餐廳","苗栗縣大湖鄉富興村八寮灣2-2號","良"
"101","餐廳","泰安觀止溫泉會館","苗栗縣泰安鄉錦水村圓墩58號","良"
"101","餐廳","錦水溫泉飯店","苗栗縣泰安鄉錦水村72號","良"
"101","餐廳","頂好牛肉麵館","苗栗縣銅鑼鄉中正路28號","良"
"101","餐廳","張記小館","苗栗縣銅鑼鄉中正路19-10號","良"
"101","餐廳","丹楓餐廳","苗栗縣銅鑼鄉中正路147號","優"
"101","餐廳","西湖渡假村-御花苑中餐廳","苗栗縣三義鄉西湖村西湖11號","良"
"101","餐廳","吉祥樓餐廳","苗栗縣三義鄉勝興村20份283號","良"
"101","餐廳","蒸烹派餐廳","苗栗縣三義鄉雙湖村雙湖5-5號1樓","良"
"101","餐廳","西湖渡假村-麗景中餐廳","苗栗縣三義鄉西湖村西湖11號","優"
"101","簡餐","秘密花園","苗栗縣西湖鄉金獅村茶亭6號","優"
"101","餐廳","花自在食宿館","苗栗縣卓蘭鎮西坪里4鄰37-2號","優"
"101","餐飲業","新龍園景觀餐廳","桃園縣大溪鎮康莊路326號","特優"
"101","餐飲業","大溪山水庭園餐廳","桃園縣大溪鎮仁二街8號","特優"
"101","餐飲業","炒翻天","桃園縣大溪鎮石園路29號","特優"
"101","餐飲業","大溪保健植物園","桃園縣大溪鎮員林路三段385號","特優"
"101","餐飲業","蘿莎會館","桃園縣大溪鎮慈康路155巷15弄25號","特優"
"101","餐飲業","凱林鐵板燒餐廳","桃園縣蘆竹鄉南崁路一段112號5樓","特優"
"101","餐飲業","MR. ONION牛排餐廳","桃園縣蘆竹鄉南崁路一段112號5樓","特優"
"101","餐飲業","紅舍泰式料理","桃園縣蘆竹鄉南崁路一段112號6樓","特優"
"101","餐飲業","韓閣燒烤","桃園縣蘆竹鄉南崁路一段112號6樓(605)","特優"
"101","餐飲業","凱蕯帝","桃園縣蘆竹鄉南崁路一段112號6樓","特優"
"101","餐飲業","Tina廚房","桃園縣復興鄉三民村水管頭1鄰13-1號","特優"
"101","餐飲業","復興青年活動中心中餐廳","桃園縣復興鄉澤仁村中山路1號","特優"
"101","餐飲業","復興青年活動中心比雅山咖啡座","桃園縣復興鄉澤仁村中山路1號","特優"
"101","餐飲業","Tina廚房月眉店","桃園縣大溪鎮月眉里月眉99號","特優"
"101","餐飲業","Tina廚房大溪店","桃園縣大溪鎮瑞安路1段175巷55號","特優"
"101","餐飲業","豆麥私房菜","桃園縣大溪鎮復興路二段650號1樓","特優"
"101","餐飲業","佳家福餐廳","桃園縣平鎮市南豐路161巷23號","特優"
"101","餐飲業","六和高中餐飲部美食街","桃園縣平鎮市陸光路180號","特優"
"101","餐飲業","Tina廚房中壢店","桃園縣中壢市新街里慈惠三街158巷4、6號1樓","特優"
"101","餐飲業","首華大飯店","桃園縣中壢市立和路22號1樓","特優"
"101","餐飲業","聚風華品味-新中食","桃園縣中壢市復興路3號","特優"
"101","餐飲業","紫蝶花影","桃園縣大溪鎮信義路320之1號","特優"
"101","餐飲業","海宴餐廳","桃園縣大溪鎮埔頂路一段320號","特優"
"101","餐飲業","小人國企業股份有限公司","桃園縣龍潭鄉高原村橫岡下60-2號","特優"
"101","餐飲業","綠灣飲食店","桃園縣大溪鎮信義路353號旁","特優"
"101","餐飲業","蕃薯藤","桃園縣八德市興豐路1315號","特優"
"101","餐飲業","A1義式創意料理","桃園縣桃園市民生路57號","特優"
"101","餐飲業","富廣滿味樓","桃園縣楊梅市瑞溪路1段252之1號","特優"
"101","餐飲業","揚昇高爾夫鄉村俱樂部(中餐廳)","桃園縣楊梅市永寧里揚昇路256號1、2、3","特優"
"101","餐飲業","揚昇高爾夫鄉村俱樂部(咖啡廳)","桃園縣楊梅市永寧里揚昇路256號1、2、3","特優"
"101","餐飲業","揚昇高爾夫鄉村俱樂部(日本料理)","桃園縣楊梅市永寧里揚昇路256號1、2、3","特優"
"101","餐飲業","福容大飯店股份有限公司中壢分公司","桃園縣中壢市中正路89號","特優"
"101","餐飲業","古華花園飯店古華薈","桃園縣中壢市民權路398號","特優"
"101","餐飲業","古華花園飯店明皇樓","桃園縣中壢市民權路398號","特優"
"101","餐飲業","古華花園飯店繽紛西餐廳","桃園縣中壢市民權路398號","特優"
"101","餐飲業","饗食天堂(中壢店)","中壢市中正路51號4樓","特優"
"101","餐飲業","Tina Coff林口店","桃園縣龜山鄉文化村文化三路646號1樓","特優"
"101","餐飲業","陶板屋","桃園縣桃園市南門里三民路三段284號1樓","特優"
"101","餐飲業","饗食天堂-桃園新光店","桃園縣桃園市中正路19號11樓","特優"
"101","餐飲業","媽媽廚房","桃園縣蘆竹鄉新南路一段32號","特優"
"101","餐飲業","新源芳魚翅餐廳","桃園縣桃園市中正路1473號","特優"
"101","餐飲業","桃禧航空城酒飯店花水木日式餐廳","桃園縣大園鄉大觀路777號","特優"
"101","餐飲業","桃禧航空城酒飯店禧粵樓中餐廳","桃園縣大園鄉大觀路777號","特優"
"101","餐飲業","桃禧航空城酒飯店Orchard Café西餐廳","桃園縣大園鄉大觀路777號","特優"
"101","餐飲業","原味走廊輕食養生餐廳","桃園縣桃園市縣府路318-1號2樓","特優"
"101","餐飲業","來福星花園大飯店","桃園縣八德市東勇街276號","特優"
"101","餐飲業","尊爵天際大飯店(鐵板燒餐廳)","桃園縣蘆竹鄉南崁路一段108號","特優"
"101","餐飲業","尊爵天際大飯店(中餐廳)","桃園縣蘆竹鄉南崁路一段108號","特優"
"101","餐飲業","尊爵大飯店(西餐廳)","桃園市莊敬路300號","特優"
"101","餐飲業","尊爵大飯店(日料廳)","桃園市莊敬路300號","特優"
"101","餐飲業","尊爵大飯店(中餐廳)","桃園市莊敬路300號","特優"
"101","餐飲業","福容大飯店股份有限公司桃園分公司(福園中餐廳)","桃園縣桃園市大興西路1段200號","特優"
"101","餐飲業","福容大飯店股份有限公司桃園分公司(福園西餐廳)","桃園縣桃園市大興西路1段200號","特優"
"101","餐飲業","台北諾富特華航桃園機場飯店-品坊西餐廳","桃園縣大園鄉航站南路1-1號","特優"
"101","餐飲業","台北諾富特華航桃園機場飯店-味坊西餐廳","桃園縣大園鄉航站南路1-1號","特優"
"101","餐飲業","台北諾富特華航桃園機場飯店-宴會廳","桃園縣大園鄉航站南路1-1號","特優"
"101","餐飲業","台北諾富特華航桃園機場飯店-Q Bar","桃園縣大園鄉航站南路1-1號","特優"
"101","餐飲業","生生圓大飯店","桃園縣龍潭鄉中山村大昌路一段169號","特優"
"101","餐飲業","悅華大酒店","桃園縣龍潭鄉九龍村23鄰39號","特優"
"101","餐飲業","石園活魚","桃園縣龍潭鄉佳安村文化路57-2號","特優"
"101","餐飲業","新龍泉活魚海鮮餐廳","桃園縣龍潭鄉三坑村中正路三坑段768巷32號","特優"
"101","餐飲業","磊園活魚餐廳","桃園縣龍潭鄉中正路三坑段711號","特優"
"101","餐飲業","紅拱門泰式餐廳","桃園縣桃園市大興西路1段225號","特優"
"101","餐飲業","王品餐飲股份有限公司","桃園縣中壢市中山路111號2樓","特優"
"101","餐飲業","新園餐廳","桃園縣新屋鄉中山東路1段22號","優級"
"101","餐飲業","鄉親好美食館","桃園縣觀音鄉大堀村8鄰新華路二 151號","優級"
"101","餐飲業","饗厚牛排","桃園縣龜山鄉忠義路二段575號","優級"
"101","餐飲業","尚品雅宴農莊","桃園縣新屋鄉下田村中山西路二段870號","良級"
"101","餐飲業","上園餐廳","桃園縣觀音鄉觀音村信義路8號","良級"
"101","餐飲業","風尚人文咖啡館","桃園縣中壢市九和二街61號","良級"
"101","餐飲業","昇恆昌-好饗廚房","桃園國際機場 美食街","良級"
"101","餐飲業","昇恆昌-好饗廚房","桃園國際機場 美食街","良級"
"101","餐飲業","昇恆昌-好饗廚房","桃園國際機場 美食街","良級"
"101","餐飲業","昇恆昌-意曼多咖啡 (北區)","桃園國際機場 美食街","良級"
"101","餐飲業","昇恆昌-意曼多咖啡 (南區)","桃園國際機場 美食街","良級"
"101","餐飲業","西雅圖極品咖啡","桃園國際機場 美食街","良級"
"101","餐飲業","爭鮮迴轉壽司","桃園國際機場 美食街","良級"
"101","餐飲業","寶島晶華","桃園國際機場 美食街","良級"
"101","餐飲業","頂呱呱","桃園國際機場 美食街","良級"
"101","餐飲業","Just Café 捷食驛","桃園國際機場 美食街","良級"
"101","餐飲業","義美-大稻埕台灣美食","桃園國際機場 美食街","良級"
"101","餐飲業","義美-點心世界","桃園國際機場 美食街","良級"
"101","餐飲業","義美-IRIS CAFÉ","桃園國際機場 美食街","良級"
"101","餐飲業","義美-米拉咖啡餐飲","桃園國際機場 美食街","良級"
"101","餐飲業","義美-米拉香草廚房","桃園國際機場 美食街","良級"
"101","餐飲業","勝博殿","桃園國際機場 美食街","良級"
"101","餐飲業","漢堡王","桃園國際機場 美食街","良級"
"101","餐飲業","老農夫","桃園國際機場 美食街","良級"
"101","餐飲業","麗思坊","桃園國際機場 美食街","良級"
"101","餐飲業","皇家傳承","桃園國際機場 美食街","良級"
"101","餐飲業","歐米咖啡","桃園國際機場 美食街","良級"
"101","餐飲業","悅香亭","桃園國際機場 美食街","良級"
"101","餐飲業","小南門","桃園國際機場 美食街","良級"
"101","餐飲業","好好吃－溫州大餛飩","桃園國際機場 美食街","良級"
"101","餐飲業","五花馬","桃園國際機場 美食街","良級"
"101","餐飲業","糖朝","桃園國際機場 美食街","良級"
"101","餐飲業","星巴克","桃園國際機場 美食街","良級"
"101","餐飲業","丹尼斯小廚","桃園國際機場 美食街","良級"
"101","餐飲業","漢堡王","桃園國際機場 美食街","良級"
"101","餐飲業","伯朗咖啡","桃園國際機場 美食街","良級"
"101","餐飲業","昇恆昌-好饗廚房","桃園國際機場 美食街","良級"
"101","宴席餐廳","大入股份有限公司(大八博愛店)","左營區裕誠路486號","優"
"101","宴席餐廳","天主教真福山社福文教中心餐飲部","杉林區杉林里合森巷160號","優"
"101","觀光旅館","天悅大酒店股份有限公司(義大百匯餐廳)","大樹區三和里大八街100號","優"
"101","宴席餐廳","全美餐廳","鳳山區經武路78號","優"
"101","宴席餐廳","河邊股份有限公司(河邊海鮮餐廳)","前金區市中1路276號","優"
"101","宴席餐廳","金響餐廳有限公司","三民區九如二路112號","優"
"101","觀光旅館","青雲金典國際酒店股份有限公司(高雄金典酒店星光廳)","苓雅區自強三路1號41樓","優"
"101","宴席餐廳","紅毛港海產有限公司","苓雅區三多三路214號","優"
"101","宴席餐廳","美津濃海產店","美濃區中興路一段612號","優"
"101","宴席餐廳","食寶有限公司高雄大立店(紅豆食府)","前金區五福3路57號8樓","優"
"101","宴席餐廳","海軍營運中心四海一家","左營區實踐路202號","優"
"101","宴席餐廳","海寶國際海鮮會館股份有限公司","前金區自強2路171號","優"
"101","宴席餐廳","真寶餐廳股份有限公司(真寶活海鮮餐廳)","苓雅區憲政路141號","優"
"101","宴席餐廳","粉紅窩咖啡屋","左營區左營區南屏路369號","優"
"101","觀光旅館","財團法人台灣首府大學附屬蓮潭國際文教會館(尚荷軒中餐廳)","左營區左營區崇德路801號","優"
"101","觀光旅館","高雄漢王洲際飯店有限公司","鹽埕區七賢三路98號3樓","優"
"101","觀光旅館","國賓大飯店股份有限公司高雄分公司(川菜廳)","前金區民生2路202號2樓","優"
"101","觀光旅館","國賓大飯店股份有限公司高雄分公司(粵菜廳)","前金區民生2路202號2樓","優"
"101","觀光旅館","統順大飯店股份有限公司(統茂江浙海鮮餐廳)","前金區七賢2路394號2樓","優"
"101","宴席餐廳","富苑餐廳有限公司","左營區博愛三路330號","優"
"101","宴席餐廳","寒軒企業股份有限公司(和平店)","苓雅區和平一路33號3樓","優"
"101","宴席餐廳","寒軒國際大飯店股份有限公司( 庭園廳)","苓雅區四維三路3號6樓","優"
"101","宴席餐廳","港都之星餐飲有限公司","鼓山區蓬萊路23號","優"
"101","宴席餐廳","菜根鄉素食館有限公司","新興區民生1路23號","優"
"101","觀光旅館","義大皇家酒店股份有限公司(皇樓中餐廳Crown Palace)","大樹區學城路一段153號","優"
"101","觀光旅館","華王大飯店(金龍廳)","鹽埕區五福四路42號14樓","優"
"101","宴席餐廳","華泰大飯店企業股份有限公司(華漾大飯店)","前金區五福3路57號8樓","優"
"101","宴席餐廳","漢來美食股份有限公司巨蛋分公司(國際宴會廳)","左營區博愛二路767號9樓","優"
"101","觀光旅館","漢來美食股份有限公司高雄分公司(宴席廳)","前金區成功一路266號9F","優"
"101","宴席餐廳","福大餐廳有限公司(海天下)","新興區林森2路188號","優"
"101","觀光旅館","福容大飯店高雄分公司(福園廳)","鹽埕區五福四路45號2樓","優"
"101","觀光旅館","福華大飯店股份有限公司高雄分公司(江南春)","新興區七賢1路311號6樓","優"
"101","觀光旅館","福華大飯店股份有限公司高雄分公司(珍珠坊)","新興區七賢1路311號4樓","優"
"101","宴席餐廳","鳳大餐廳","鳳山區博愛路425號","優"
"101","宴席餐廳","鳳家海鮮餐廳","林園區鳳林路1段2號","優"
"101","觀光旅館","蓮香齋國際事業股份有限公司人道國際餐飲(人道素食)","三民區九如一路426號2樓","優"
"101","觀光旅館","蓮香齋國際事業股份有限公司人道國際餐飲(潮粵軒)","三民區九如一路426號2樓","優"
"101","宴席餐廳","龍鳳門庭園餐廳","左營區南屏路369號","優"
"101","宴席餐廳","龍鳳樓餐廳","鳳山區國泰路一段146號","優"
"101","宴席餐廳","馥田海宴餐廳國際事業有限公司","楠梓區興楠路97號","優"
"101","觀光旅館","麗尊開發股份有限公司(麗園)","苓雅區五福一路105號3樓","優"
"101","美食街之小型餐飲店","天仁喫茶趣高雄夢時代店","前鎮區中華五路789號B1","優"
"101","美食街之小型餐飲店","巴沙諾瓦高雄夢時代店","前鎮區中華五路789號7F","優"
"101","美食街之小型餐飲店","北海道食堂","前鎮區中華五路789號B1","優"
"101","美食街之小型餐飲店","台灣麥當勞餐廳股份有限公司高雄夢時代分公司","前鎮區中華五路789號B1","優"
"101","餐盒業","正園自助餐店","三民區鼎山街450號","優"
"101","餐盒業","佳琪食品股份有限公司","鳥松區美庄路10號","優"
"101","餐盒業","味帝企業股份有限公司","大寮區興業路12號","優"
"101","一般餐廳","味國際興業有限公司(味四季和食)","新興區中正3路26號","優"
"101","美食街之小型餐飲店","松鐵板燒涮涮鍋高雄夢時代店","前鎮區中華五路789號B1","優"
"101","觀光旅館","花季度假飯店(覓堂)","田寮區崗北路111號","優"
"101","餐盒業","芳味香食品企業有限公司","大寮區鳳屏1路86號","優"
"101","美食街之小型餐飲店","食金湯有限公司高雄夢時代店","前鎮區中華五路789號7F","優"
"101","美食街之小型餐飲店","孫家小館高雄夢時代店","前鎮區中華五路789號B1","優"
"101","美食街之小型餐飲店","烤事大王高雄夢時代店","前鎮區中華五路789號B1","優"
"101","學校醫院附設餐廳","高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營)","前金區中華3路68號","優"
"101","學校醫院附設餐廳","高雄市立聯合醫院員工餐廳","鼓山區中華1路976號","優"
"101","觀光旅館","國賓大飯店股份有限公司高雄分公司(愛河西餐廳)","前金區民生2路202號1樓","優"
"101","餐盒業","御饌坊","楠梓區海專路142號","優"
"101","美食街之小型餐飲店","麻布茶房高雄夢時代店","前鎮區中華五路789號B1","優"
"101","美食街之小型餐飲店","斑鳩的窩高雄夢時代店","前鎮區中華五路789號B1","優"
"101","觀光旅館","義大皇家酒店股份有限公司(The Cut鐵板燒牛排館)","大樹區學城路一段153號","優"
"101","觀光旅館","義大皇家酒店股份有限公司(星亞自助餐廳)","大樹區學城路一段153號","優"
"101","觀光旅館","義大皇家酒店股份有限公司(筷子員工餐廳Chop Sticks)","大樹區學城路一段153號","優"
"101","觀光旅館","義大皇家酒店股份有限公司(義大利餐廳Casa Fontana)","大樹區學城路一段153號","優"
"101","美食街之小型餐飲店","壽賀喜屋高雄夢時代店","前鎮區中華五路789號B1","優"
"101","觀光旅館","漢來美食股份有限公司高雄分公司(弁慶日本料理)","前金區成功一路266號10F","優"
"101","觀光旅館","漢來美食股份有限公司高雄分公司(池畔餐廳)","前金區成功一路266號11F","優"
"101","觀光旅館","漢來美食股份有限公司高雄分公司(港式海鮮火鍋)","前金區成功一路266號10F","優"
"101","觀光旅館","漢來美食股份有限公司高雄分公司(福園台灣料理)","前金區成功一路266號9F","優"
"101","一般餐廳","鄧師傅滷味股份有限公司","新興區中正三路12號1.2樓","優"
"101","美食街之小型餐飲店","鮪御高雄夢時代店","前鎮區中華五路789號B1","優"
"101","宴席餐廳","大八有限公司(四維店)","苓雅區四維二路144號","良"
"101","宴席餐廳","大芳餐廳","美濃區雙峰街1-28號","良"
"101","宴席餐廳","天仁美濃客家菜有限公司","前鎮區一心二路118號","良"
"101","宴席餐廳","永樂餐廳岡山店","燕巢區安招路728號","良"
"101","宴席餐廳","宏緣餐廳","美濃區成功路277號","良"
"101","宴席餐廳","旺巴黎企業股份有限公司(饌巴黎大飯店)","前鎮區中華五路789號6F","良"
"101","宴席餐廳","金御閣小吃部(金御閣中華嚴選料理)","楠梓區德民路938之2號","良"
"101","宴席餐廳","建利餐廳","鳳山區光遠路117-1號","良"
"101","宴席餐廳","珍饌活海產店","梓官區中正路89號","良"
"101","宴席餐廳","皇都飯店","甲仙區中正路7號","良"
"101","宴席餐廳","美豐飯店","美濃區民生路94號","良"
"101","宴席餐廳","財團法人台灣敦睦聯誼會高雄圓山大飯店","鳥松區圓山路2號","良"
"101","宴席餐廳","梅園企業有限公司(新生社餐廳)","岡山區柳橋西路1號","良"
"101","宴席餐廳","深海釣客小吃店","左營區博愛三路663號","良"
"101","宴席餐廳","晶頂壹零壹餐廳有限公司","苓雅區憲政路101號","良"
"101","宴席餐廳","雅悅會館高雄館","前鎮區中華五路789號9F","良"
"101","宴席餐廳","黃鶴樓餐廳","前金區五福3路82號2樓","良"
"101","宴席餐廳","新海口味海產店","岡山區介壽東路108號","良"
"101","宴席餐廳","福客來中餐廳有限公司","三民區自由一路203號","良"
"101","宴席餐廳","鳳天下餐廳","鳳山區五福二路2號","良"
"101","宴席餐廳","樂鳴食堂","甲仙區中正路29號","良"
"101","宴席餐廳","澎湖海產專門店","前金區中華3路161號","良"
"101","宴席餐廳","蓮廣餐廳有限公司(蓮園)","苓雅區大順三路106號","良"
"101","宴席餐廳","龍珠灣餐廳","三民區有光路43號","良"
"101","美食街之小型餐飲店","有魚高雄夢時代店","前鎮區中華五路789號7F","良"
"101","學校醫院附設餐廳","高雄市小港醫院員工餐廳","小港區山明路482號","良"
"101","一般餐廳","勝澤家日式蓋飯","左營區富國路103號","良"
"101","觀光旅館","義大皇家酒店股份有限公司(柳町日式料理Yanagi)","大樹區學城路一段153號","良"
"101","一般餐廳","魏阿姨生機飲食店","新興區中正3路188號","良"
"101","餐飲業","長榮桂冠酒店","基隆市中正區中正路62-1號","優"
"101","餐飲業","彭園會館","基隆市中正區中正路62-1號5樓","優"
"101","餐飲業","柯達大飯店","基隆市中正區義一路7號","優"
"101","餐飲業","威尼斯餐廳","基隆市中正區中正路18之1號1樓","優"
"101","餐飲業","TASTY 西堤牛排","基隆市中正區信二路296-1號","優"
"101","餐飲業","陶板屋和風創作料理","基隆市中正區中正路62號2樓","優"
"101","餐飲業","悅心園蔬食餐廳","基隆市中正區義二路2巷9號1樓","優"
"101","餐飲業","小峨嵋川菜館","基隆市中正區義一路58號1,2樓","優"
"101","自助餐","萬聯自助餐 (海大第一餐廳)","基隆市中正區北寧路2號(海大第一餐廳)","優"
"101","盒餐業","尚吉康興業有限公司","基隆市七堵區東新街91號1樓","優"
"101","盒餐業","交通部臺灣鐵路管理局餐旅服務總所車勤服務部","基隆市七堵區東新街2號","優"
"101","盒餐業","名鄉港式燒腊店","基隆市七堵區明德一路67號1樓","優"
"101","餐飲業","披薩客","基隆市七堵區明德一路352號","優"
"101","餐飲業","樂活美食坊","基隆市七堵區自治街3號2樓","優"
"101","餐飲業","暖暖小館","基隆市暖暖區暖暖街159號","優"
"101","盒餐業","上好味餐飲專賣店","基隆市仁愛區愛二路60號","優"
"101","餐飲業","象屋牛排","基隆市仁愛區仁三路98號2、3樓","優"
"101","餐飲業","我家牛排","基隆市仁愛區忠二路28號","優"
"101","餐飲業","華星牛排館","基隆市仁愛區孝一路54號B1","優"
"101","餐飲業","安格列牛排焗烤","基隆市仁愛區港西街6-2號2樓","優"
"101","餐飲業","鍋大爺基隆店蒙古麻辣鍋","基隆市仁愛區愛一路35號","優"
"101","餐飲業","湯城涮涮鍋店","基隆市仁愛區愛五路4-1、4-2、4-3號2樓","優"
"101","餐飲業","鳥巢咖啡Birdy House","基隆市仁愛區孝一路66號2樓","優"
"101","餐飲業","健康素食麵疙瘩","基隆市仁愛區孝三路60號1樓","優"
"101","餐飲業","織福素食坊","基隆市仁愛區仁二路92號1樓","優"
"101","餐飲業","龍之坊鐵板燒","基隆市仁愛區仁二路110號1樓","優"
"101","餐飲業","昱帝嶺復興店","基隆市中山區復興路128-134號","優"
"101","餐飲業","松品日式涮涮鍋","基隆市中山區復興路179-1號","優"
"101","餐飲業","鍋神日式涮涮鍋","基隆市中山區復興路187號","優"
"101","盒餐業","名鄉港式燒腊","基隆市安樂區基金一路124號","優"
"101","餐飲業","安樂小館","基隆市安樂區安樂路二段185號1樓","優"
"101","餐飲業","喬伊咖啡館","基隆市安樂區安樂路二段177號1樓","優"
"101","餐飲業","基隆港海產樓","基隆市信義區信二路181號","優"
"101","餐飲業","豪鼎飯店","基隆市信義區東明路177號3樓","優"
"101","餐飲業","佛緣居蔬食養生火車迴轉鍋","基隆市信義區深美街152號","優"
"101","盒餐業","阿惠便當","基隆市信義區東信路71號","優"
"101","餐飲業","海膳軒日式海鮮鍋物料理","基隆市信義區東信路158-1號1樓","優"
"101","盒餐業","新鮮便當清粥","基隆市信義區信一路141巷21號1樓","優"
