宜蘭縣	佳福股份有限公司	宜蘭縣蘇澳鎮造船路66號	冷凍冷藏水產品食品類	94, 97, 102	
宜蘭縣	活寶食品(股)公司	宜蘭縣冬山鄉太和村太和路500號	水產品罐頭食品類	94, 97, 101	
宜蘭縣	隆盛食品冷凍(股)公司	宜蘭縣蘇澳鎮龍德里德興六路11號	冷凍冷藏水產品食品類	95, 97	
宜蘭縣	和誠億水產股份有限公司	宜蘭縣蘇澳鎮德興一路29號	冷凍冷藏水產品食品類	95, 97, 101, 102	
宜蘭縣	大溪食品工業有限公司	宜蘭縣頭城鎮大溪里濱海5段396號	冷凍冷藏水產品食品類	96, 97, 102	
宜蘭縣	千旺海產有限公司	宜蘭縣頭城鎮大溪里外大溪路186-1號1樓	水產調味乾製食品類	97, 98,99	
宜蘭縣	金車股份有限公司水產養殖研究中心	宜蘭縣礁溪鄉淇武蘭路162-13號	冷凍冷藏水產品食品類	97, 98, 102	
宜蘭縣	圓丁冷凍(股)公司	宜蘭縣蘇澳鎮隘丁里大圳路64號	冷凍冷藏水產品食品類	94, 102	
宜蘭縣	福國冷凍(股)公司	宜蘭縣五結鄉利工一路56號	冷凍冷藏水產品食品類	94, 99, 102	
宜蘭縣	東和食品工業(股)公司	宜蘭縣五結鄉五結路3段489號	冷凍冷藏水產品食品類/水產罐頭食品類, 水產調味乾製品類	94, 95, 101, 102	
宜蘭縣	金春勝食品冷凍(股)公司	宜蘭縣蘇澳鎮新城里中山2段365巷2號	水產品罐頭食品類	94, 100	
宜蘭縣	同榮實業(股)公司	宜蘭縣冬山鄉香和村香中路１號	水產品罐頭食品類	94, 96	
宜蘭縣	立圓食品(股)公司	宜蘭縣蘇澳鎮大圳路68號	冷凍冷藏水產品食品類	95, 98, 101, 102	
宜蘭縣	老三林食品廠	宜蘭縣蘇澳鎮蘇北里蘇北路18號	水產品罐頭食品類	94, 96,98,100	
宜蘭縣	溪和食品有限公司利澤廠 	宜蘭縣五結鄉利澤工業區利興二路11號	冷凍冷藏水產品食品類	96, 99	
宜蘭縣	錦元益冷凍股份有限公司 	宜蘭縣蘇澳鎮自強路15號	冷凍冷藏水產品食品類	96, 99	
宜蘭縣	西洋水產有限公司	宜蘭縣頭城鎮大溪里濱海路5段487號	冷凍冷藏水產品食品類	96, 100, 102	
宜蘭縣	新禾昌水產加工廠	宜蘭縣蘇澳鎮南安路28號	其他水產品類	96, 98, 102	
宜蘭縣	誼美冷凍食品股份有限公司	宜蘭縣蘇澳鎮龍德里福德路244號	冷凍冷藏水產品食品類	95, 100	
宜蘭縣	瑩一食品工業(股)公司	宜蘭縣蘇澳鎮龍祥一路4號	冷凍冷藏水產品食品類	95, 100	
宜蘭縣	鮮品冷凍食品(股)公司	宜蘭縣蘇澳鎮龍德里自強路21號	冷凍冷藏水產品食品類	95, 98	
宜蘭縣	蘭揚食品(股)公司	宜蘭縣五結鄉成興村利工二路53號	冷凍冷藏水產品食品類	95	
宜蘭縣	南方澳食品冷凍企業股份有限公司	宜蘭縣蘇澳鎮新城里新榮路77號	冷凍冷藏水產品食品類	95, 98, 102	
宜蘭縣	惠眾食品工業(股)公司	宜蘭縣蘇澳鎮隘丁里信義路270巷12弄6號	水產品罐頭食品類	94, 96, 101, 102	
宜蘭縣	隆育企業有限公司	宜蘭縣冬山鄉大興村德興四路17號	水產品罐頭食品類	95, 100	
宜蘭縣	海隆水產有限公司	宜蘭縣冬山鄉香和村香城路200巷36號	冷凍冷藏水產品食品類	96, 98, 102	
宜蘭縣	鑫龍食品(股)公司	宜蘭縣蘇澳鎮隘丁里仁愛路6號	冷凍冷藏水產品食品類	96, 99	
宜蘭縣	久泰興業(股)公司	宜蘭縣礁溪鄉玉光里瑪璘路26之1號	冷凍冷藏水產品食品類	96, 98	
宜蘭縣	晉陽海產冷凍加工(股)公司	宜蘭縣蘇澳鎮南建里造船路59巷8號	冷凍冷藏水產品食品類	96, 99	
宜蘭縣	瑞昌魚行有限公司	宜蘭縣冬山鄉大興村德興六路58號	其他水產品類	96, 99	
宜蘭縣	金澤冷凍水產有限公司	宜蘭縣五結鄉成興村利興二路26號	冷凍冷藏水產品食品類	95, 99, 102	
宜蘭縣	日盛產業有限公司	宜蘭縣蘇澳鎮蘇東里埤岸路２４號 	冷凍冷藏水產食品類	99	
基隆市	北都冷凍食品工業股份有限公司	基隆市中正區北寧路223號	冷凍冷藏水產品食品類	94, 97,100, 101, 102	
基隆市	耀集食品工廠股份有限公司	基隆市安樂區武訓街8號	冷凍冷藏水產品食品類	94, 97, 101	
基隆市	欣揚海產有限公司	基隆市暖暖區興隆街27號	冷凍冷藏水產品食品類	94, 97, 99, 101, 102	
基隆市	建寶食品股份有限公司	基隆市中正區北寧路69號	水產調味乾製品類	94, 98, 100	
基隆市	華聯食品工業股份有限公司	基隆市七堵區自強路102號	冷凍冷藏水產品食品類	94, 96, 98, 101	
基隆市	川欣企業股份有限公司	基隆市信義區深澳坑路277號	冷凍冷藏水產品食品類	94, 98, 102	
基隆市	易新食品行	基隆市仁愛區龍安街169號	冷凍冷藏水產品食品類	95	
基隆市	汎洋海鮮	基隆市中正區和一路131巷3號	冷凍冷藏水產品食品類	95, 98	
基隆市	弼富食品有限公司	基隆市暖暖區源遠路355號	冷凍冷藏水產品食品類	95, 99	
基隆市	水木魚漿店	基隆市仁愛區孝二路29巷29號1樓	冷凍冷藏水產品食品類	95, 100	
基隆市	天祐食品股份有限公司	基隆市七堵區六堵里工建南路２號 	冷凍冷藏水產食品類	99	
基隆市	宏彰食品工業有限公司	基隆市信義區深澳坑路310-1號1樓	冷凍冷藏水產食品類	100, 102	
台北市	鮑參翅食品有限公司	台北市士林區延平北路六段458號1樓	水產品罐頭食品類, 冷凍冷藏水產食品類	101, 102	
新北市	廣達香食品(股)公司	新北市新莊區化成路382巷18號	水產品罐頭食品類, 水產調味乾製品類	94, 95, 97, 101	
新北市	品川實業(股)公司	新北市瑞芳區頂坪路78號	冷凍冷藏水產品食品類	95, 97, 99	
新北市	華昇食品工廠(股)	新北市瑞芳區頂坪路135號	冷凍冷藏水產品食品類	94, 97, 99	
新北市	味冠食品有限公司	新北市土城區永豐路195巷7弄3號	冷凍冷藏水產品食品類	95, 97, 99, 101	
新北市	有豐食品(股)公司	新北市淡水區樁子林20-1號	水產調味乾製食品類	94, 97,100	
新北市	西北食品工業股份有限公司	新北市林口區粉寮路一段一０二號 	冷凍冷藏水產品食品類	94, 97, 99, 102	
新北市	鴻明冷凍食品(股)公司	新北市瑞芳區大寮路84號	冷凍冷藏水產品食品類	95, 98, 101	
新北市	貴州醬業有限公司	新北市三峽區橫溪路99巷26號	水產品罐頭食品類	94, 100, 102	
新北市	億鄉有限公司	新北市三重區中興北街136巷22號	冷凍冷藏水產品食品類	94, 95, 96, 98, 101, 102	
新北市	尚冠冷凍食品有限公司	新北市瑞芳區大浦路有勝二村21號	冷凍冷藏水產品食品類	96, 98,100	
新北市	嘉珍食品行	新北市三重區仁愛街125巷6號	水產調味乾製食品類	95, 98,100	
新北市	富香食品有限公司	新北市中和區永和路458巷1弄11號	冷凍冷藏水產品食品類	95, 98, 100, 102	
新北市	桂冠實業(股)公司	新北市中和區中山路2段329號(一廠)/橋和路六Ｏ號(二廠)	冷凍冷藏水產品食品類	94, 99, 101	
新北市	佳香食品行	新北市蘆洲區中山一路95巷22弄6號	其他水產品類	95, 99, 102	
新北市	德裕食品有限公司	新北市淡水區下圭柔山123-5號	水產調味乾製食品類	98, 101, 102	
新北市	海聖股份有限公司	新北市八里區中山路二段66號	冷凍冷藏水產品食品類	98, 102	
新北市	登峰食品有限公司	新北市淡水區中正東路一段三巷三七號、四三號、四五號八樓 	水產調味乾製品類	99, 102	
