工作地址,發證日期起,發證日期迄,職類等級,任職單位
"屏東縣屏東市建豐路3號","1040716","1080715","中餐烹調丙級","日新便當社"
"苗栗縣造橋鄉大學路168號","1040716","1080715","中餐烹調丙級","康城國際有限公司 苗栗育達餐廳"
"新竹市新竹市新竹市民富街293號","1040716","1080715","中餐烹調丙級","新竹市餐飲業職業工會"
"桃園市平鎮區平南里中庸路293號","1040716","1080715","中餐烹調丙級","尚均食品有限公司"
"桃園市平鎮區平南里中庸路293號","1040716","1080715","中餐烹調丙級","尚均食品有限公司"
"臺中市西區台灣大道二段459號13F","1040716","1080715","中餐烹調丙級","漢來美食股份有限公司台中分公司"
"臺中市北屯區后庄路306號","1040716","1080715","中餐烹調丙級","仲信大飯店股份有限公司"
"臺中市北屯區后庄路306號","1040716","1080715","西餐烹調丙級","仲信大飯店股份有限公司"
"臺中市北屯區后庄路306號","1040716","1080715","中餐烹調丙級","仲信大飯店股份有限公司"
"新竹縣竹北市光明六路東一段265號","1040717","1080716","中餐烹調丙級","新竹喜來登大飯店"
"桃園市桃園區中正路624號","1040717","1080716","中餐烹調丙級","珍鮮美食坊"
"桃園市八德區東勇街276號","1040717","1080716","中餐烹調丙級","來福星國際餐飲事業有限公司"
"桃園市龍潭區五福街262巷67-2號","1040717","1080716","中餐烹調丙級","知味客家餐廳"
"桃園市八德區東勇街276號","1040717","1080716","中餐烹調丙級","來福星國際餐飲事業有限公司"
"南投縣埔里鎮仁愛街459號","1040717","1080716","中餐烹調丙級","大寶埔里風味餐股份有限公司"
"南投縣埔里鎮仁愛街459號","1040717","1080716","中餐烹調丙級","大寶埔里風味餐股份有限公司"
"臺中市北屯區軍功路二段267號","1040717","1080716","中餐烹調丙級","寶麗金休閒事業股份有限公司"
"臺中市神岡區豐洲路408號","1030630","1070629","中餐烹調丙級","豐洲自助餐"
"屏東縣長治鄉新潭村2號","1030630","1070629","中餐烹調丙級","和隆商號"
"屏東縣屏東市豐榮街50巷2號","1030630","1070629","中餐烹調丙級","世敏便當"
"高雄市楠梓區加昌路631號","1030630","1070629","中餐烹調丙級","大道食品有限公司"
"高雄市大樹區學城路一段153號","1030630","1070629","中餐烹調丙級","高雄義大皇冠假日飯店"
"新竹市水田街1號","1030630","1070629","中餐烹調丙級","新竹市私立寶兒產後護理之家"
"新竹市篤行一路1號","1030630","1070629","中餐烹調丙級","義泰豐有限公司"
"高雄市苓雅區自強三路1號37-85樓","1030701","1070630","中餐烹調丙級","君鴻國際酒店股份有限公司"
"臺北市中山區中山北路二段39巷3號","1030702","1070701","中餐烹調丙級","晶華國際酒店(股)公司"
"彰化縣鹿港鎮長安路125號","1030701","1070630","中餐烹調丙級","彰化縣鹿港鎮鹿東國民小學"
"新北市板橋區縣民大道二段66號3樓","1030701","1070630","中餐烹調丙級","其其信有限公司"
"高雄市三民區建工路776號13樓","1030701","1070630","中餐烹調丙級","米之香食品有限公司"
"新北市新店區中正路362號","1030701","1070630","中餐烹調丙級","財團法人天主教耕莘醫院"
"桃園市八德區瑞源一街11號","1030701","1070630","中餐烹調丙級","裕民田食品股份有限公司"
"桃園市八德區瑞源一街11號","1030701","1070630","中餐烹調丙級","裕民田食品有限公司"
"桃園市八德區瑞源一街11號","1030701","1070630","中餐烹調丙級","裕民田食品有限公司"
"桃園市八德區瑞源一街11號","1030701","1070630","中餐烹調丙級","裕民田食品有限公司"
"桃園市八德區瑞源一街11號","1030701","1070630","中餐烹調丙級","裕民田食品有限公司"
"桃園市蘆竹區南崁路1段366號","1030701","1070630","中餐烹調丙級","星梅小吃店"
"基隆市中正區信一路177號17樓","1030701","1070630","中餐烹調丙級","疆蒙有限公司十六樓分公司"
"花蓮縣花蓮市永興路2號","1030701","1070630","中餐烹調丙級","雲朗觀光股份有限公司花蓮分公司"
"桃園市大溪區仁和路2段61巷21號","1030701","1070630","中餐烹調丙級","日燦股份有限公司"
"桃園市大溪區仁和路2段61巷21號","1030701","1070630","中餐烹調丙級","日燦股份有限公司"
"桃園市大溪區仁和路2段61巷21號","1030701","1070630","中餐烹調丙級","日燦股份有限公司"
"桃園市大溪區仁和路2段61巷21號","1030701","1070630","中餐烹調丙級","日燦股份有限公司"
"新竹市新竹市中華路二段188號","1030702","1070701","中餐烹調丙級","國賓大飯店股份有限公司新竹分公司"
"新竹市新竹市中華路二段188號","1030702","1070701","中餐烹調丙級","國賓大飯店股份有限公司新竹分公司"
"桃園市龍潭區中原路二段559號","1030702","1070701","中餐烹調丙級","棋盛企業社"
"臺北市南港區南港路三段149巷49弄12號","1030702","1070701","中餐烹調丙級","宮保王食品有限公司"
"苗栗縣頭份鎮後庄里7鄰中央路920號","1030702","1070701","中餐烹調丙級","好又香便當工廠"
"臺北市信義區忠孝東路5段10號","1030702","1070701","中餐烹調丙級","台北W飯店"
"臺北市南港區南港路三段149巷49弄12號","1030702","1070701","中餐烹調丙級","宮保王食品有限公司"
"新北市永和區成功路一段80號B1","1030702","1070701","中餐烹調丙級","易牙居有限公司-新北市永和店"
"高雄市鼓山區蓬萊路23號","1030702","1070701","中餐烹調丙級","河邊股份有限公司"
"臺北市中山區中山北路二段37之1號","1030702","1070701","中餐烹調丙級","老爺大酒店"
"宜蘭縣宜蘭市民權路二段36號","1030707","1070706","中餐烹調丙級","田江股份有限公司-蘭城晶英酒店分公司"
"高雄市鼓山區水龍二路5號","1051215","1091214","中餐烹調丙級","沂昕食品有限公司"
"宜蘭縣宜蘭市復興路三段107號","1051220","1091219","中餐烹調丙級","金宴翔餐廳"
"臺北市信義區基隆路二段99號","1051217","1091216","中餐烹調丙級","味帝企業股份有限公司台北分公司-三興國小"
"新竹市公道五路三段638之1號","1051217","1091216","中餐烹調丙級","偉珍有限公司"
"新竹市光復路一段89巷112號1樓","1051217","1091216","中餐烹調丙級","懷石餐飲股份有限公司"
"高雄市前鎮區林森三路18號","1051217","1091216","中餐烹調丙級","福客來南北樓餐飲集團"
"高雄市新興區高雄市新興區七賢一路311號","1051218","1091217","西餐烹調丙級","高雄福華大飯店"
"臺北市士林區仰德大道一段101號","1051218","1091217","中餐烹調丙級","臺北市私立華興高級中學"
"新竹縣竹北市光明六路東一段265號","1051220","1091219","中餐烹調丙級","新竹喜來登大飯店"
"臺中市北屯區崇德路二段347號","1051220","1091219","中餐烹調丙級","寶石饌餐廳有限公司"
"雲林縣虎尾鎮虎尾鎮新生路74號","1051103","1091102","中餐烹調丙級","虎尾天主教若瑟醫院"
"新北市汐止區新台五路一段99號4樓","1051104","1091103","中餐烹調丙級","遠雄美食事業股份有限公司"
"臺北市中山區松江路63號","1051104","1091103","中餐烹調丙級","長榮國際股份有限公司"
"臺中市龍井區新興路40-5號","1051104","1091103","中餐烹調丙級","永和豆漿"
"臺北市信義區基隆路一段176號13樓","1051104","1091103","中餐烹調丙級","田中商店有限公司"
"臺中市西屯區協和南巷8-2號","1051104","1091103","中餐烹調丙級","恩泉便當店"
"臺中市西屯區市政北一路一號2樓","1051104","1091103","中餐烹調丙級","王品餐飲股份有限公司原燒台中市政北店"
"新北市板橋區雙十路三段9號1樓","1051104","1091103","中餐烹調丙級","禾田中式便當"
"新北市板橋區縣民大道二段3號6樓","1051104","1091103","中餐烹調丙級","王品餐飲股份有限公司"
"新北市新莊區中央路469號","1051104","1091103","中餐烹調丙級","典華幸福資源整合股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"新北市汐止區大同路三段611號2樓","1051104","1091103","中餐烹調丙級","薇庭企業股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市松山區八德路四段138號12樓","1051104","1091103","中餐烹調丙級","臻愛實業股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市中山區建國北路二段145號","1051104","1091103","中餐烹調丙級","三商行股份有限公司"
"臺北市松山區八德路四段138號12樓","1051104","1091103","中餐烹調丙級","臻愛實業股份有限公司"
"臺北市松山區八德路四段138號12樓","1051104","1091103","中餐烹調丙級","臻愛實業股份有限公司"
"臺東縣臺東市更生北路555號","1051104","1091103","中餐烹調丙級","南王真好自助餐"
"臺中市大里區德芳南路219號大鼎活蝦餐廳(股)公司大里分公司","1050829","1090828","中餐烹調丙級","大鼎活蝦餐廳(股)公司-大里分公司"
"新北市汐止區福德一路392巷22弄28號","1050829","1090828","中餐烹調丙級","詩學有限公司"
"臺中市西區精誠27街6號","1050829","1090828","中餐烹調丙級","旭品餐飲店"
"新北市中和區中山路二段293號10樓","1050829","1090828","中餐烹調丙級","嘉賀會館股份有限公司"
"新北市三重區正義南路55號2樓","1050829","1090828","中餐烹調丙級","王品餐飲股份有限公司"
"新北市中和區中山路二段293號10樓","1050829","1090828","中餐烹調丙級","嘉賀會館股份有限公司"
"臺中市潭子區潭秀村中山路二段607號","1050829","1090828","中餐烹調丙級","全酉股份有限公司"
"新北市中和區中山路二段293號10樓","1050829","1090828","中餐烹調丙級","嘉賀會館股份有限公司"
"新北市中和區中山路二段293號10樓","1050829","1090828","中餐烹調丙級","嘉賀會館股份有限公司"
"新北市新莊區中華路1段138號之2","1050829","1090828","中餐烹調丙級","新馥豪會館有限公司"
"臺中市潭子區潭秀村中山路二段607號","1050829","1090828","中餐烹調丙級","全酉股份有限公司"
"新北市板橋區中山路一段152號12樓","1050829","1090828","中餐烹調丙級","詩學有限公司-遠東百貨板橋分店韓鶴亭櫃位"
"桃園市蘆竹區南崁路一段112號6樓","1050829","1090828","中餐烹調丙級","漢來美食(股)公司桃園分公司"
"桃園市蘆竹區南崁路一段112號6樓","1050829","1090828","中餐烹調丙級","漢來美食(股)公司桃園分公司"
"臺北市中正區北平西路3號2樓","1050829","1090828","中餐烹調丙級","詩學有限公司-微風百貨站前分店-韓鶴亭"
"桃園市蘆竹區南崁路一段112號6樓","1050829","1090828","中餐烹調丙級","漢來美食(股)公司桃園分公司"
"桃園市中壢區環中東路756號","1051104","1091103","中餐烹調丙級","展太餐廳"
"高雄市前金區成功一路266號","1051104","1091103","中餐烹調丙級","漢來美食(股)公司高雄分公司"
"高雄市左營區博愛二路767號9樓","1051104","1091103","中餐烹調丙級","漢來美食股份有限公司"
"高雄市前金區成功一路266號","1051104","1091103","中餐烹調丙級","漢來美食(股)公司高雄分公司"
"臺北市大安區仁愛路3段160號","1051105","1091104","中餐烹調丙級","福華大飯店"
"高雄市大樹區學城路一段153號","1051106","1091105","中餐烹調丙級","義大皇家酒店股份有限公司"
"高雄市前金區成功一路266號","1051106","1091105","中餐烹調丙級","漢來美食(股)公司高雄分公司"
"高雄市鼓山區蓬萊路23號","1051106","1091105","中餐烹調丙級","便宜坊烤鴨股份有限公司"
"高雄市左營區政德路809號1F","1051106","1091105","中餐烹調丙級","禾豐團膳有限公司"
"嘉義縣嘉義縣朴子市市西路7-2號","1051107","1091106","中餐烹調丙級","樸素齋坊"
"臺北市士林區福華路114號","1051110","1091109","中餐烹調丙級","陶園股份有限公司"
"高雄市苓雅區三多四路21號11樓","1051107","1091106","中餐烹調丙級","八丼小吃店"
"臺北市士林區福華路114號","1051110","1091109","中餐烹調丙級","陶園股份有限公司"
"臺北市中正區寶慶路32號B1","1051107","1091106","中餐烹調丙級","台灣大戶屋股份有限公司"
"臺中市大里區中興路一段177號","1051107","1091106","中餐烹調丙級","客家本色餐飲有限公司"
"苗栗縣南庄鄉員林村員林86之3號","1051107","1091106","中餐烹調丙級","員林小館"
"宜蘭縣宜蘭縣五結鄉中正路2段33號","1051109","1091108","中餐烹調丙級","味覺美食部-五結中正店"
"臺北市中正區寶慶路32號B1","1051107","1091106","中餐烹調丙級","台灣大戶屋股份有限公司"
"高雄市前鎮區中華五路789號(夢時代)B1大鍋頭","1051107","1091106","中餐烹調丙級","品美國際股份有限公司"
"臺中市西屯區福科路502","1051107","1091106","中餐烹調丙級","客家首府有限公司"
"高雄市三民區正忠路245號","1051107","1091106","中餐烹調丙級","鑫饕池上便當"
"宜蘭縣宜蘭市復興路一段84號","1051109","1091108","中餐烹調丙級","日全自助餐"
"宜蘭縣員山鄉內城路650號","1051108","1091107","中餐烹調丙級","香菲生活事業有限公司"
"宜蘭縣宜蘭市宜蘭市凱旋路68號","1051110","1091109","中餐烹調丙級","慶豐企業塺-育才國小"
"臺中市西屯區市政北二路301號","1051107","1091106","中餐烹調丙級","客家好棧小吃店"
"宜蘭縣羅東鎮純精路一段53號","1051111","1091110","中餐烹調丙級","駿懷舊餐館"
"新北市三峽區學成路398號4樓","1051107","1091106","中餐烹調丙級","王品餐飲股份有限公司"
"桃園市龜山區中興路３６６之５號１樓","1051107","1091106","中餐烹調丙級","呷飽店自助餐館"
"臺中市大安區中庄里興安路356號","1051107","1091106","中餐烹調丙級","聯引餐盒廠"
"臺北市中山區民生東路2段168號6樓","1051107","1091106","中餐烹調丙級","海先股份有限公司"
"新北市泰山區新北大道七段36號","1051107","1091106","中餐烹調丙級","麗京國際旅館管理顧問股份有限公司"
"新北市板橋區大觀路二段32號","1051107","1091106","中餐烹調丙級","春豪興業有限公司"
"基隆市中正區港通里信一路177號12樓","1051107","1091106","中餐烹調丙級","王品餐飲(股)公司陶板屋基隆信一店"
"基隆市中正區港通里信一路177號12樓","1051107","1091106","中餐烹調丙級","王品餐飲(股)公司陶板屋基隆信一店"
"臺中市后里區福容路88號","1051022","1091021","中餐烹調丙級","福容大飯店股份有限公司(臺中)"
"宜蘭縣蘇澳鎮五甲路57巷9號","1050714","1090713","中餐烹調丙級","尚林小吃部"
"花蓮縣瑞穗鄉中山路一段16號","1051108","1091107","中餐烹調丙級","馨儂快餐店"
"桃園市平鎮區民族路雙連2段118巷","1051108","1091107","中餐烹調丙級","鮮口味有限公司"
"桃園市蘆竹區上興路52號1樓","1051108","1091107","中餐烹調丙級","高香小吃店"
"基隆市中正區港通里信一路177號12樓","1051108","1091107","中餐烹調丙級","王品餐飲(股)公司陶板屋基隆信一店"
"基隆市中正區港通里信一路177號12樓","1051108","1091107","中餐烹調丙級","王品餐飲(股)公司陶板屋基隆信一店"
"基隆市中正區港通里信一路177號12樓","1051108","1091107","中餐烹調丙級","王品餐飲(股)公司陶板屋基隆信一店"
"桃園市楊梅區文化街235號","1051108","1091107","中餐烹調丙級","八川庭美食館"
"臺東縣臺東市杭州街122號1樓","1051108","1091107","西餐烹調丙級","義麵"
"臺北市北投區振興街45號","1051227","1091226","中餐烹調丙級","台北市振興醫院"
"臺中市大雅區中清東路78號","1051227","1091226","中餐烹調丙級","帝一食鋪"
"臺中市大雅區中清東路78號","1051227","1091226","中餐烹調丙級","帝一食鋪"
"臺中市大雅區中清東路78號","1051227","1091226","中餐烹調丙級","帝一食鋪"
"臺中市大雅區中清東路78號","1051227","1091226","中餐烹調丙級","帝一食鋪"
"臺中市北區中清路一段521號","1051227","1091226","西餐烹調丙級","通豪大飯店股份有限公司"
"臺北市中正區忠孝東路二段134巷18號1樓","1051227","1091226","中餐烹調丙級","勝吉餐飲股份有限公司(烏丈爐端燒)"
"新竹縣湖口鄉中正七街151號","1051227","1091226","中餐烹調丙級","心湖川菜客家海鮮餐館"
"新竹縣湖口鄉中正七街151號","1051227","1091226","中餐烹調丙級","心湖川菜客家海鮮餐館"
"臺中市豐原區水源路420號","1050802","1090801","中餐烹調丙級","遠百企業股份有限公司豐原分公司"
"臺中市后里區福容路88號","1050801","1090731","中餐烹調丙級","福容大飯店月眉分公司"
"臺北市中山區中山北路二段63號","1050804","1090803","中餐烹調丙級","國賓大飯店股份有限公司-台北分公司"
"臺中市南屯區文心路一段436號","1050804","1090803","西餐烹調丙級","屋馬日式燒肉有限公司"
"桃園市桃園區德華街10號(國際路二段)","1050804","1090803","中餐烹調丙級","貴族世家企業股份有限公司-桃園國際"
"桃園市中壢區中華路一段450號","1050804","1090803","中餐烹調丙級","台灣東利多股份有限公司內壢家樂福店"
"臺北市信義區忠孝東路五段十號","1050804","1090803","中餐烹調丙級","時代國際飯店股份(有)"
"桃園市八德區自強街60號","1050804","1090803","中餐烹調丙級","桃園市立八德幼兒園"
"屏東縣內埔鄉龍泉村中勝路375號","1050804","1090803","中餐烹調丙級","屏東縣餐飲業職業工會"
"桃園市平鎮區北安里延平路一段2號2樓","1050804","1090803","西餐烹調丙級","王品餐飲(股)公司夏慕尼中壢延平分公司"
"高雄市左營區裕誠路486號","1050804","1090803","中餐烹調丙級","大入股份有限公司"
"桃園市平鎮區北安里延平路一段2號2樓","1050804","1090803","中餐烹調丙級","王品餐飲(股)公司夏慕尼中壢延平分公司"
"臺中市南屯區文心路一段436號","1050804","1090803","中餐烹調丙級","屋馬日式燒肉有限公司"
"桃園市平鎮區北安里延平路一段2號2樓","1050804","1090803","西餐烹調丙級","王品餐飲(股)公司夏慕尼中壢延平分公司"
"金門縣金門縣金寧鄉榜林村伯玉路一段220號","1050805","1090804","中餐烹調丙級","田老爺自助餐"
"臺北市信義區松壽路2號","1050805","1090804","西餐烹調丙級","台北君悅酒店"
"臺中市西屯區櫻花路74巷30號","1050805","1090804","中餐烹調丙級","長安護理之家"
"臺中市西屯區台灣大道三段251號B2","1050805","1090804","中餐烹調丙級","鼎泰豐小吃店股份有限公司台中店"
"新竹市中華路二段188號","1050805","1090804","中餐烹調丙級","國賓大飯店股份有限公司新竹分公司"
"高雄市鳥松區高縣鳥松鄉大埤路123號","1050805","1090804","中餐烹調丙級","長庚醫院福利課伙食"
"臺北市北投區幽雅路30號","1050805","1090804","中餐烹調丙級","北投麗禧溫泉酒店股份有限公司"
"基隆市安樂區武訓街43號","1050805","1090804","中餐烹調丙級","聯華食品工業股份有限公司基隆廠"
"臺北市北投區幽雅路30號","1050805","1090804","中餐烹調丙級","北投麗禧溫泉酒店股份有限公司"
"臺北市文山區景興路200號","1050805","1090804","中餐烹調丙級","靚點股份有限公司"
"臺中市南屯區文心南路99號","1050805","1090804","中餐烹調丙級","女兒紅餐飲事業股份有限公司"
"臺北市中正區市民大道三段2號B2","1050805","1090804","中餐烹調丙級","豆腐村有限公司(三創數位生活園區)"
"澎湖縣馬公市新店路197號","1050805","1090804","中餐烹調丙級","佳朋開發股份有限公司"
"澎湖縣馬公市新店路197號","1050805","1090804","中餐烹調丙級","佳朋開發股份有限公司"
"臺北市松山區南京東路四段167號","1050805","1090804","中餐烹調丙級","王品餐飲股份有限公司(南京東分公司)"
"臺北市中山區中山北路二段32-1號3樓","1050805","1090804","中餐烹調丙級","東京牛角股份有限公司"
"臺北市中山區中山北路二段32-1號3樓","1050805","1090804","中餐烹調丙級","東京牛角股份有限公司"
"新北市新店區北新路三段145號5樓","1050803","1090802","中餐烹調丙級","新北市私立崇登老人長期照顧中心(養護型)"
"新北市中和區中山路2段351號B1","1021230","1061229","中餐烹調丙級","上海鄉村餐飲股份有限公司"
"桃園市桃園區桃鶯路398號","1021230","1061229","中餐烹調丙級","住都飯店"
"臺中市西屯區寧夏路235號1樓","1021230","1061229","中餐烹調丙級","王品台塑牛排館股份有限公司文化分公司"
"臺中市潭子區豐興路一段371號","1030102","1070101","中餐烹調乙級","陶樂里健康生活館"
"新北市新店區民權路137號","1021231","1061230","中餐烹調丙級","明德素食園股份有限公司"
"臺北市中正區濟南路2段37號","1031205","1071204","中餐烹調乙級","上海鄉村餐飲股份有限公司(濟南店)"
"桃園市楊梅市員本里員本路619號","1021231","1061230","中餐烹調丙級","私立財團法人聖愛教養院"
"臺北市中山區建國北路二段7號","1021231","1061230","中餐烹調丙級","首都大飯店"
"臺中市北屯區崇德五路345號","1021231","1061230","中餐烹調丙級","新天地國際實業股份有限公司-北區"
"高雄市前鎮區中華五路789號9樓","1021231","1061230","中餐烹調丙級","新天地國際實業股份有限公司-北區"
"臺中市北屯區軍功路2段67號","1021231","1061230","中餐烹調丙級","御口香小吃店"
"臺北市中山區民權東路三段2號1樓","1041028","1081027","中餐烹調丙級","上海鄉村餐飲股份有限公司(民權店)"
"臺北市中山區建國北路二段7號","1021231","1061230","中餐烹調丙級","首都大飯店"
"臺北市中山區建國北路二段7號","1021231","1061230","中餐烹調丙級","首都大飯店"
"臺中市北屯區遼寧路1段323號","1021231","1061230","中餐烹調丙級","菜多多自助餐店"
"新竹市千甲路436巷6號","1021231","1061230","中餐烹調丙級","泳翔食品股份有限公司"
"高雄市前鎮區中華五路789號9樓","1030102","1070101","中餐烹調丙級","新天地國際實業股份有限公司-北區"
"高雄市前鎮區中華五路789號9樓","1030102","1070101","中餐烹調丙級","新天地國際實業股份有限公司-北區"
"南投縣埔里鎮中山路1段176號","1030102","1070101","中餐烹調丙級","台一生態休閒農場"
"臺北市中山區中山北路二段63號","1050530","1090529","西餐烹調丙級","國賓大飯店股份有限公司-台北分公司"
"基隆市中山區中和路8之6號","1050531","1090530","中餐烹調丙級","基隆好婆婆企業社"
"桃園市龜山區復興一路8號2樓","1050824","1090823","中餐烹調丙級","詩學有限公司-環球購物中心林口店"
"屏東縣內埔鄉豐田村建新路33號","1050824","1090823","中餐烹調丙級","松賀園企業社"
"臺中市西屯區台灣大道三段300號","1050824","1090823","中餐烹調丙級","金屋馬燒肉有限公司"
"臺中市西屯區台灣大道三段300號","1050824","1090823","中餐烹調丙級","金屋馬燒肉有限公司"
"屏東縣內埔鄉豐田村建新路33號","1050824","1090823","西餐烹調丙級","松賀園企業社"
"新竹市新竹市新竹市公道五路三段536巷66號","1050824","1090823","中餐烹調丙級","蕓慶企業有限公司"
"屏東縣恆春鎮恆公路903號","1050824","1090823","中餐烹調丙級","墾丁四季海鮮餐廳"
"新北市新莊區中正路425號2樓","1050824","1090823","中餐烹調丙級","王品餐飲股份有限公司"
"新竹市新竹市新竹市公道五路三段536巷66號","1050824","1090823","中餐烹調丙級","蕓慶企業有限公司"
"新北市新莊區中正路425號2樓","1050824","1090823","中餐烹調丙級","王品餐飲股份有限公司"
"臺北市北投區光明路236號","1050824","1090823","中餐烹調丙級","日勝生加賀屋國際溫泉飯店股份有限公司"
"臺中市西區公益路68號B1","1050824","1090823","西餐烹調丙級","金色三麥餐飲(股)公司-勤美誠品店"
"基隆市仁愛區孝二路86號5樓","1050824","1090823","中餐烹調丙級","瓦城泰統股份有限公司1010湘基隆店"
"新北市永和區秀朗路一段169號","1050824","1090823","中餐烹調丙級","哩賀涼麵小吃店"
"臺南市新營區東興路380號","1050824","1090823","中餐烹調丙級","鄉村漢堡"
"臺南市永康區自強路756號","1050824","1090823","中餐烹調丙級","金牌食品加工廠"
"臺南市永康區自強路756號","1050824","1090823","中餐烹調丙級","金牌食品加工廠"
"臺北市中山區中山北路二段32-1號3樓","1050824","1090823","西餐烹調丙級","東京牛角股份有限公司"
"新北市新莊區公園一路91號","1050824","1090823","中餐烹調丙級","新北市新莊區新泰國民小學"
"臺北市北投區中和街366號","1050824","1090823","中餐烹調丙級","王品餐飲股份有限公司原燒北投中和分公司"
"臺北市中山區中山北路二段32-1號3樓","1050824","1090823","中餐烹調丙級","東京牛角股份有限公司"
"臺中市大肚區沙田路一段５５４號","1051020","1091019","中餐烹調丙級","大眾食堂"
"苗栗縣大湖鄉大湖鄉富興村八寮灣16之20號","1051020","1091019","中餐烹調丙級","老主顧客家菜"
"高雄市岡山區大義二路1號","1051020","1091019","中餐烹調丙級","高雄國軍醫院岡山分院"
"宜蘭縣蘇澳鎮海山西路275號","1051019","1091018","中餐烹調丙級","新馬活海鮮餐廳"
"桃園市龍潭區南龍路13號","1051020","1091019","中餐烹調丙級","桃園市龍潭區龍潭國民小學"
"臺中市大肚區沙田路一段５５４號","1051020","1091019","中餐烹調丙級","大眾食堂"
"臺中市西屯區西屯路三段166-58號","1051020","1091019","中餐烹調丙級","川井國際餐飲有限公司"
"臺南市楠西區密枝里密枝102-5號","1051020","1091019","西餐烹調丙級","曾文育樂事業股份有限公司"
"桃園市中壢區環北路65號","1051020","1091019","中餐烹調丙級","儷宴美食館"
"高雄市岡山區大義二路1號","1051020","1091019","中餐烹調丙級","高雄國軍醫院岡山分院"
"宜蘭縣大同鄉宜蘭縣大同鄉太平巷58之1號","1051026","1091025","中餐烹調丙級","太平山莊"
"臺中市西屯區台灣大道四段610號","1051020","1091019","中餐烹調丙級","裕元花園酒店股份有限公司"
"雲林縣北港鎮光明路59號","1051020","1091019","中餐烹調丙級","北港鎮南陽國小"
"臺北市中正區承德路一段1號B3-3","1051020","1091019","中餐烹調丙級","豆腐村有限公司(京站時尚廣場-雪嶽山櫃位)"
"宜蘭縣羅東鎮羅東鎮純精路二段270號","1051024","1091023","中餐烹調丙級",""
"宜蘭縣宜蘭市延平路38-2號","1051024","1091023","中餐烹調丙級","林記家鄉餐飲公司"
"新北市中和區中山路三段122號3樓","1051020","1091019","中餐烹調丙級","光士股份有限公司"
"宜蘭縣宜蘭市民族路120號","1051025","1091024","中餐烹調丙級","連香齋坊"
"臺中市西屯區西墩里福科路86號","1060704","1100703","中餐烹調丙級","星光大道美食世界股份有限公司"
"臺南市永康區中山北路256號(悅豪/悅榕護理之家)","1060705","1100704","中餐烹調丙級","悅豪護理之家"
"臺北市中正區博愛路53號5樓","1060705","1100704","西餐烹調丙級","長沂國際實業股份有限公司"
"臺北市中山區松江路251號","1060705","1100704","中餐烹調丙級","柯達大飯店-松江店"
"臺北市內湖區新湖三路268號3樓","1060705","1100704","中餐烹調丙級","福容大飯店股份有限公司"
"臺南市東區勝利路52巷1-5號1樓(歐納餐飲企業)","1060705","1100704","中餐烹調丙級","歐納餐飲企業"
"臺北市中正區金山南路一段8號","1060705","1100704","中餐烹調丙級","寶格力成業股份有限公司"
"臺南市南區健康路2段460號(桃山餐廳股份有限公司)","1060705","1100704","中餐烹調丙級","桃山餐廳股份有限公司"
"宜蘭縣礁溪鄉礁溪路三段106號","1060711","1100710","中餐烹調丙級","上新小吃部"
"臺中市西屯區西墩里福科路86號","1060705","1100704","中餐烹調丙級","星光大道美食世界股份有限公司"
"宜蘭縣礁溪鄉礁溪路三段106號","1060711","1100710","中餐烹調丙級","上新小吃部"
"桃園市楊梅區楊昇路256號","1060705","1100704","中餐烹調丙級","揚昇育樂事業股份有限公司"
"臺中市西屯區台灣大道三段593號","1060705","1100704","中餐烹調丙級","台中商務旅館股份有限公司"
"臺北市信義區松高路16號B2","1060705","1100704","中餐烹調丙級","王品餐飲股份有限公司(義塔 微風松高)"
"桃園市龍潭區中山里大昌路2段106號","1050525","1090524","中餐烹調丙級","永盛牛肉之家"
"新北市五股區五權二路21號1樓","1060706","1100705","中餐烹調丙級","膳安國際股份有限公司"
"臺北市松山區南京東路四段158巷3號1樓","1060706","1100705","中餐烹調丙級","首都大飯店"
"臺北市北投區幽雅路30號","1040608","1080607","中餐烹調丙級","北投麗禧溫泉酒店股份有限公司"
"臺北市中山區中山北路二段37之1號","1050323","1090322","中餐烹調丙級","老爺大酒店"
"臺北市中正區重慶南路一段99號9樓","1040830","1080829","中餐烹調丙級","忕吉小吃股份有限公司"
"臺北市中山區中山北路二段24-3號","1030925","1070924","中餐烹調丙級","蔥月股份有限公司-新葡苑台北中山店"
"臺中市臺中市西區精誠路306號","1050919","1090918","中餐烹調丙級","羽笠餐飲店"
"臺北市松山區敦化北路100號","1040415","1080414","中餐烹調丙級","王朝大酒店"
"新北市中和區中正路631號","1030504","1070503","中餐烹調丙級","台北福朋喜來登集團酒店"
"臺北市信義區松壽路2號","1050122","1090121","中餐烹調丙級","台北君悅大飯店"
